company,ticker,region,industry,segment,sub_bucket,included,upside_to_pt,downside_to_bear,upside_to_bull,bull_bear_skew,prob_3m_base,prob_3m_bull,prob_12m_base,prob_12m_bull
Acer Inc.,2353.TW,Asia/Pacific,Greater China Technology Hardware,,,False,-0.261992619926199,-0.571955719557196,0.247232472324723,0.43225806451612825,,,,
Asustek Computer Inc.,2357.TW,Asia/Pacific,Greater China Technology Hardware,,,False,-0.0439770554493308,-0.451242829827916,0.858508604206501,1.9025423728813553,,,,
Compal Electronics,2324.TW,Asia/Pacific,Greater China Technology Hardware,,,False,-0.34640522875817,-0.509803921568627,0.0784313725490196,0.153846153846154,,,,
Giga-Byte Technology Co. Ltd.,2376.TW,Asia/Pacific,Greater China Technology Hardware,Server,ODM / EMS,True,0.263616557734205,-0.328976034858388,0.830065359477124,2.523178807947018,,,,
Gold Circuit Electronics Ltd.,2368.TW,Asia/Pacific,Greater China Technology Hardware,Server Components,PCB,True,-0.0349819059107358,-0.408926417370326,0.381182147165259,0.932153392330382,,,,
Inspur Electronic Information,000977.SZ,Asia/Pacific,Greater China Technology Hardware,Internal Power/Cooling,Liquid Cooling,True,-0.13515995714067,-0.497933568039186,0.108219807133017,0.21733784199200726,,,,
Lenovo,0992.HK,Asia/Pacific,Greater China Technology Hardware,Server,ODM / EMS,True,0.053763440860215,-0.483870967741936,0.655913978494624,1.3555555555555547,0.3448,0.0058,0.3129,0.0264
Lotes Co. Ltd.,3533.TW,Asia/Pacific,Greater China Technology Hardware,Server Components,Passive Component,True,-0.148936170212766,-0.531914893617021,0.234042553191489,0.4399999999999995,,,,
Nan Ya PCB,8046.TW,Asia/Pacific,Greater China Technology Hardware,Server Components,PCB,True,-0.603365384615385,-0.798076923076923,-0.290865384615385,-0.36445783132530174,,,,
Pegatron Corporation,4938.TW,Asia/Pacific,Greater China Technology Hardware,Server,ODM / EMS,True,-0.177304964539007,-0.418439716312057,0.120567375886525,0.2881355932203392,,,,
Quanta Computer Inc.,2382.TW,Asia/Pacific,Greater China Technology Hardware,Server,ODM / EMS,True,0.153846153846154,-0.311188811188811,0.636363636363636,2.044943820224719,,,,
Shengyi Technology Co Ltd.,600183.SS,Asia/Pacific,Greater China Technology Hardware,,,False,-0.657587548638132,-0.803891050583658,-0.519066147859922,-0.6456921587608901,,,,
Shennan Circuits Co Ltd,002916.SZ,Asia/Pacific,Greater China Technology Hardware,Server Components,PCB,True,0.0,-0.404255319148936,0.382978723404255,0.9473684210526312,,,,
Unimicron,3037.TW,Asia/Pacific,Greater China Technology Hardware,Server Components,PCB,True,-0.672756330623306,,,,,,,
Wistron Corporation,3231.TW,Asia/Pacific,Greater China Technology Hardware,Server,ODM / EMS,True,0.634980988593156,-0.14828897338403,1.3041825095057,8.794871794871797,,,,
Wiwynn Corp,6669.TW,Asia/Pacific,Greater China Technology Hardware,Server,ODM / EMS,True,0.470588235294118,-0.140374331550802,0.877005347593583,6.247619047619054,,,,
Yageo Corp.,2327.TW,Asia/Pacific,Greater China Technology Hardware,Server Components,Passive Component,True,0.14453125,-0.42578125,0.71875,1.688073394495413,,,,
Zhen Ding,4958.TW,Asia/Pacific,Greater China Technology Hardware,Server Components,PCB,True,-0.185393258426966,-0.528089887640449,0.151685393258427,0.28723404255319185,,,,
Cellnex Telecom SA,CLNX.MC,Europe,Telecommunications Services,,,False,0.174496644295302,-0.36241610738255,1.01342281879195,2.7962962962963096,,,,
Deutsche Telekom,DTEGn.DE,Europe,Telecommunications Services,,,False,0.152562936002427,-0.287230815893236,0.364877161055505,1.2703273495248164,0.0038,0.0004,0.040999999999999995,0.008100000000000001
Emirates Telecommunications Group,EAND.AD,Europe,EEMEA - Telecoms,,,False,-0.0430622009569377,-0.330143540669856,0.291866028708134,0.884057971014494,,,,
Helios Towers Plc,HTWS.L,Europe,Telecommunications Services,,,False,0.171079429735234,-0.490835030549898,0.629327902240326,1.2821576763485483,,,,
Infrastrutture Wireless Italiane SpA,INWT.MI,Europe,Telecommunications Services,,,False,0.257861635220126,-0.0851915380217266,0.600914808461978,7.05369127516779,,,,
KPN,KPN.AS,Europe,Telecommunications Services,,,False,0.0296010296010296,-0.356499356499356,0.115401115401115,0.32370637785800177,,,,
Orange SA,ORAN.PA,Europe,Telecommunications Services,,,False,-0.103787221740387,-0.392888117953166,0.272043943336224,0.6924208977189095,,,,
Rai Way SpA,RWAY.MI,Europe,Telecommunications Services,,,False,0.140939597315436,-0.211409395973154,0.342281879194631,1.6190476190476224,,,,
Saudi Telecom Company SJSC (STC),7010.SE,Europe,EEMEA - Telecoms,,,False,0.09375,-0.330357142857143,0.428571428571429,1.297297297297298,,,,
Swisscom AG,SCMN.S,Europe,Telecommunications Services,,,False,0.0278372591006424,-0.357601713062099,0.213418986438258,0.596806387225547,,,,
Telefonica,TEF.MC,Europe,Telecommunications Services,,,False,0.355013550135501,-0.268292682926829,0.626016260162602,2.333333333333337,,,,
Vodafone Group,VOD.L,Europe,Telecommunications Services,,,False,-0.0805604203152366,-0.518388791593695,0.401050788091068,0.7736486486486485,,,,
LG Display,034220.KS,Asia/Pacific,S. Korea Technology,,,False,0.448275862068966,-0.137931034482759,0.681034482758621,4.9374999999999885,,,,
LG Electronics,066570.KS,Asia/Pacific,S. Korea Technology,,,False,-0.189419795221843,-0.488054607508532,0.0238907849829351,0.04895104895104888,,,,
LG Innotek,011070.KS,Asia/Pacific,S. Korea Technology,,,False,0.0927835051546391,-0.505154639175258,0.237113402061856,0.46938775510204117,,,,
Samsung Electro-Mechanics,009150.KS,Asia/Pacific,S. Korea Technology,,,False,-0.00161550888529882,-0.418416801292407,0.292407108239095,0.6988416988416982,,,,
Samsung Electronics,005930.KS,Asia/Pacific,S. Korea Technology,Semi Production,Foundry,True,0.158940397350993,-0.558498896247241,0.545253863134658,0.9762845849802366,,,,
Samsung SDI,006400.KS,Asia/Pacific,S. Korea Technology,,,False,-0.100133511348465,-0.599465954606142,0.335113484646195,0.5590200445434295,,,,
Seoul Semiconductor,046890.KQ,Asia/Pacific,S. Korea Technology,,,False,-0.0318118948824343,-0.239280774550484,0.106500691562932,0.44508670520231136,,,,
SK hynix,000660.KS,Asia/Pacific,S. Korea Technology,Semi Production,IDM (semi w/ fabs),True,0.25,-0.545454545454545,0.818181818181818,1.500000000000001,,,,
Advanced Info Service,ADVANC.BK,Asia/Pacific,ASEAN Telecoms and Media,,,False,-0.143222506393862,-0.424552429667519,0.0102301790281329,0.024096385542168468,,,,
Axiata Group Berhad,AXIA.KL,Asia/Pacific,ASEAN Telecoms and Media,,,False,0.478260869565218,0.0434782608695652,0.695652173913044,-16.000000000000018,,,,
Celcomdigi Berhad,CELC.KL,Asia/Pacific,ASEAN Telecoms and Media,,,False,-0.0382165605095541,-0.187898089171975,0.493630573248408,2.6271186440677914,,,,
Globe Telecom,GLO.PS,Asia/Pacific,ASEAN Telecoms and Media,,,False,0.517857142857143,-0.107142857142857,1.05357142857143,9.833333333333359,,,,
Inari Amertron Bhd,INAR.KL,Asia/Pacific,ASEAN Technology,,,False,0.125827814569536,-0.403973509933775,1.25165562913907,3.098360655737696,,,,
Indosat,ISAT.JK,Asia/Pacific,ASEAN Telecoms and Media,,,False,0.0201793721973094,-0.517937219730942,0.457399103139013,0.8831168831168817,,,,
Maxis Berhad,MXSC.KL,Asia/Pacific,ASEAN Telecoms and Media,,,False,-0.00523560209424079,-0.293193717277487,0.387434554973822,1.3214285714285712,,,,
PLDT,TEL.PS,Asia/Pacific,ASEAN Telecoms and Media,,,False,0.163636363636364,-0.418181818181818,0.454545454545455,1.086956521739132,,,,
Singapore Telecom,STEL.SI,Asia/Pacific,ASEAN Telecoms and Media,,,False,0.0330578512396695,-0.256198347107438,0.21900826446281,0.8548387096774197,,,,
ST Engineering,STEG.SI,Asia/Pacific,ASEAN Technology,,,False,0.143141153081511,-0.244532803180915,0.669980119284294,2.7398373983739774,,,,
Telekom Malaysia BHD,TLMM.KL,Asia/Pacific,ASEAN Telecoms and Media,,,False,0.0600255427841636,-0.361430395913155,0.328224776500639,0.9081272084805654,,,,
Telekomunikasi,TLKM.JK,Asia/Pacific,ASEAN Telecoms and Media,,,False,-0.072463768115942,-0.391304347826087,0.246376811594203,0.6296296296296299,,,,
True Corporation PCL,TRUE.BK,Asia/Pacific,ASEAN Telecoms and Media,,,False,0.128571428571429,-0.392857142857143,0.435714285714286,1.1090909090909093,,,,
Venture Corporation Ltd.,VENM.SI,Asia/Pacific,ASEAN Technology,,,False,-0.0920096852300242,-0.461259079903148,0.228813559322034,0.49606299212598415,,,,
XL Axiata,EXCL.JK,Asia/Pacific,ASEAN Telecoms and Media,,,False,-0.403508771929825,-0.684210526315789,0.192982456140351,0.28205128205128244,,,,
Beijing Kingsoft Office Software Inc,688111.SS,Asia/Pacific,Greater China IT Services and Software,,,False,-0.381671439729237,-0.570424368653996,0.291981254881541,0.5118667275216794,,,,
Bilibili Inc,BILI.O,Asia/Pacific,China Internet and Other Services,,,False,-0.150326797385621,-0.477124183006536,0.0784313725490196,0.1643835616438356,0.5375,0.17809999999999998,0.39659999999999995,0.2094
GDS Holdings Ltd,GDS.O,Asia/Pacific,Greater China Telecoms,Owners/Operators,DC REITs,True,0.387684301821336,-0.414570685169124,1.01647875108413,2.4518828451882886,0.0637,0.0,0.1085,0.0
Kingdee International Software Group,0268.HK,Asia/Pacific,Greater China IT Services and Software,,,False,0.272401433691756,-0.166666666666667,0.935483870967742,5.612903225806441,,,,
Kingsoft Corp Ltd,3888.HK,Asia/Pacific,Greater China IT Services and Software,,,False,0.185344827586207,-0.281609195402299,1.4066091954023,4.994897959183675,,,,
Kuaishou Technology,1024.HK,Asia/Pacific,China Internet and Other Services,,,False,0.067251461988304,-0.312865497076023,0.432748538011696,1.3831775700934599,0.47240000000000004,0.077,0.373,0.1353
"NetEase, Inc",NTES.O,Asia/Pacific,China Internet and Other Services,,,False,0.392919326755659,-0.0630959290274439,0.766022717850924,12.140604467805497,0.1707,0.0149,0.2896,0.0928
Sangfor Technologies Inc,300454.SZ,Asia/Pacific,Greater China IT Services and Software,,,False,-0.269674424953928,-0.617773530817009,0.126202989557027,0.20428681913600735,,,,
Tencent Music Entertainment Group,TME.N,Asia/Pacific,Greater China Media,,,False,0.577287066246057,0.0599369085173502,0.766561514195584,-12.789473684210524,0.0682,0.0063,0.17850000000000002,0.058499999999999996
Tongcheng Travel Holdings,0780.HK,Asia/Pacific,China Internet and Other Services,,,False,0.294642857142857,-0.241071428571428,0.741071428571429,3.0740740740740833,,,,
Trip.com Group Ltd,TCOM.O,Asia/Pacific,China Internet and Other Services,,,False,0.598383244534264,-0.0262722763182069,0.947455447363586,36.06293706293702,0.192,0.0184,0.3354,0.1358
Tuya Inc.,TUYA.N,Asia/Pacific,Greater China IT Services and Software,,,False,0.569506726457399,-0.327354260089686,1.42152466367713,4.3424657534246585,,,,
VenusTech,002439.SZ,Asia/Pacific,Greater China IT Services and Software,,,False,-0.563172043010753,-0.791666666666667,0.209677419354839,0.26485568760611233,,,,
Wangsu Science & Technology,300017.SZ,Asia/Pacific,Greater China IT Services and Software,,,False,-0.702486678507993,-0.773534635879218,-0.387211367673179,-0.5005740528128586,,,,
Yonyou Network Technology Co Ltd,600588.SS,Asia/Pacific,Greater China IT Services and Software,,,False,-0.486301369863014,-0.794520547945205,0.267123287671233,0.3362068965517245,,,,
Aboitiz Power Corporation,AP.PS,Asia/Pacific,ASEAN Utilities and Infrastructure,,,False,,,,,,,,
Airports of Thailand,AOT.BK,Asia/Pacific,ASEAN Utilities and Infrastructure,,,False,0.333333333333333,-0.164444444444444,0.6,3.6486486486486585,,,,
Alamtri Resources Indonesia,ADRO.JK,Asia/Pacific,ASEAN Energy and Materials,,,False,-0.33963963963964,-0.504504504504504,0.126126126126126,0.25,,,,
Bangchak Sriracha Public Company Limited,BSRC.BK,Asia/Pacific,ASEAN Energy and Materials,,,False,,,,,,,,
Bharat Petroleum Corp.,BPCL.NS,Asia/Pacific,India Oil & Gas,,,False,0.248166422189625,-0.0372049606614215,0.520202693692492,13.982078853046593,,,,
GAIL (India),GAIL.NS,Asia/Pacific,India Oil & Gas,Power Supply,Grid Infrastructure,True,0.423831070889894,-0.215686274509804,1.49773755656109,6.94405594405596,,,,
Global Power Synergy PCL,GPSC.BK,Asia/Pacific,ASEAN Utilities and Infrastructure,,,False,-0.172413793103448,-0.448275862068966,0.149425287356322,0.3333333333333333,,,,
Gujarat Gas Ltd,GGAS.NS,Asia/Pacific,India Oil & Gas,,,False,0.260848601735776,-0.156219864995178,0.928640308582449,5.944444444444456,,,,
Gujarat State Petronet Ltd,GSPT.NS,Asia/Pacific,India Oil & Gas,,,False,-0.0300838402104224,-0.33914187078744,1.02202860430709,3.0135724672806767,,,,
Gulf Development PCL,GULF.BK,Asia/Pacific,ASEAN Utilities and Infrastructure,Power Supply,Grid + Onsite Renewable Storage,True,0.126530612244898,-0.428571428571429,0.355102040816327,0.8285714285714288,,,,
Hindustan Petroleum,HPCL.NS,Asia/Pacific,India Oil & Gas,,,False,0.342872867363786,-0.110621904237755,0.602641717116126,5.447761194029833,,,,
Indian Oil Corp,IOC.NS,Asia/Pacific,India Oil & Gas,,,False,0.177407428473921,-0.146806211250782,0.558500654115238,3.804339403332044,,,,
Indorama Ventures PCL,IVL.BK,Asia/Pacific,ASEAN Energy and Materials,,,False,0.15948275862069,-0.267241379310345,0.724137931034483,2.709677419354838,,,,
Indraprastha Gas Ltd.,IGAS.NS,Asia/Pacific,India Oil & Gas,,,False,0.189026158575489,-0.240183284032249,0.635635983991648,2.646462207196327,,,,
IRPC PCL,IRPC.BK,Asia/Pacific,ASEAN Energy and Materials,,,False,,,,,,,,
Keppel Ltd,KPLM.SI,Asia/Pacific,ASEAN Energy and Materials,Power Supply,Grid + Onsite Renewable Storage,True,0.244167962674961,-0.300155520995334,0.399688958009331,1.3316062176165813,,,,
Mahanagar Gas Ltd,MGAS.NS,Asia/Pacific,India Oil & Gas,,,False,0.346396965865992,0.0411775329600865,0.759978327614231,-18.456140350877266,,,,
Manila Electric Company,MER.PS,Asia/Pacific,ASEAN Utilities and Infrastructure,,,False,0.00334448160535117,-0.493311036789298,0.17056856187291,0.34576271186440716,,,,
Oil & Natural Gas Corp.,ONGC.NS,Asia/Pacific,India Oil & Gas,,,False,0.099871252528968,-0.385690638219606,0.592790141622218,1.5369575584167872,,,,
Oil India Limited,OILI.NS,Asia/Pacific,India Oil & Gas,,,False,-0.020873681945341,-0.397460727350979,0.304067140090381,0.7650243638332437,,,,
Perusahaan Gas Negara,PGAS.JK,Asia/Pacific,ASEAN Utilities and Infrastructure,,,False,-0.287323943661972,-0.535211267605634,0.131455399061033,0.2456140350877195,,,,
Petronas Chemicals Group Berhad,PCGB.KL,Asia/Pacific,ASEAN Energy and Materials,,,False,0.253644314868805,0.0932944606413995,0.457725947521866,-4.906249999999997,,,,
Petronet LNG,PLNG.NS,Asia/Pacific,India Oil & Gas,,,False,0.152873756952638,-0.177481881004551,0.752907466711613,4.242165242165238,,,,
PTT Exploration & Production,PTTEP.BK,Asia/Pacific,ASEAN Energy and Materials,,,False,0.155555555555555,-0.111111111111111,0.481481481481481,4.333333333333334,,,,
PTT Global Chemicals,PTTGC.BK,Asia/Pacific,ASEAN Energy and Materials,,,False,0.0545454545454545,-0.272727272727273,0.272727272727273,1.0,,,,
PTT Oil and Retail Business PCL,OR.BK,Asia/Pacific,ASEAN Energy and Materials,,,False,-0.0352112676056338,-0.295774647887324,0.302816901408451,1.0238095238095246,,,,
PTT Public Company,PTT.BK,Asia/Pacific,ASEAN Energy and Materials,Power Supply,Grid Infrastructure,True,-0.0265734265734267,-0.300699300699301,0.258741258741259,0.8604651162790696,,,,
Reliance Industries,RELI.NS,Asia/Pacific,India Oil & Gas,Power Supply,Grid + Onsite Renewable Storage,True,0.267041461700632,-0.0372452565003514,0.57062543921293,15.320754716981108,,,,
SCG Packaging PCL,SCGP.BK,Asia/Pacific,ASEAN Energy and Materials,,,False,,,,,,,,
Seatrium Limited,SEAT.SI,Asia/Pacific,ASEAN Energy and Materials,,,False,-0.123222748815166,-0.497630331753554,0.355450236966825,0.7142857142857157,,,,
SembCorp Industries Ltd,SCIL.SI,Asia/Pacific,ASEAN Utilities and Infrastructure,Power Supply,Grid + Onsite Renewable Storage,True,0.111111111111111,-0.285714285714286,0.428571428571429,1.5,,,,
Siam Cement,SCC.BK,Asia/Pacific,ASEAN Energy and Materials,,,False,0.221719457013575,-0.194570135746606,0.425339366515837,2.18604651162791,,,,
Star Petroleum Refining,SPRC.BK,Asia/Pacific,ASEAN Energy and Materials,,,False,-0.27027027027027,-0.594594594594595,0.0135135135135136,0.022727272727272856,,,,
Tenaga Nasional,TENA.KL,Asia/Pacific,ASEAN Utilities and Infrastructure,Power Supply,Grid + Onsite Renewable Storage,True,0.0818307905686546,-0.306518723994452,0.59500693481276,1.941176470588236,,,,
Thai Oil Public Company,TOP.BK,Asia/Pacific,ASEAN Energy and Materials,,,False,-0.320388349514563,-0.611650485436893,-0.223300970873786,-0.3650793650793645,,,,
United Tractors Tbk PT,UNTR.JK,Asia/Pacific,ASEAN Energy and Materials,,,False,0.360544217687075,-0.285714285714286,0.63265306122449,2.214285714285713,,,,
Arista Networks,ANET.N,North America,Telecom & Networking Equipment,Network,Ethernet,True,0.165336535066036,-0.378487181298114,0.589095275090049,1.5564470983392442,0.2016,0.015700000000000002,0.2483,0.0616
Axon Enterprise Inc,AXON.O,North America,Telecom & Networking Equipment,,,False,0.659413037912817,-0.0481066865268694,1.19005283124258,24.737784228350264,0.282,0.031200000000000002,0.2912,0.09630000000000001
Check Point Software Technologies Ltd.,CHKP.O,North America,Software,,,False,0.148822020060648,-0.224399346862608,0.434569629111267,1.9365904365904372,,,,
Ciena Corporation,CIEN.N,North America,Telecom & Networking Equipment,Network,DCI (Routing/Optical),True,-0.299157673071861,-0.670966043695709,0.0232956041063437,0.034719497842291,0.6338,0.2155,0.4018,0.1805
Cisco Systems Inc,CSCO.O,North America,Telecom & Networking Equipment,Network,Cabling,True,0.184124918672739,-0.271307742355237,0.431359791802212,1.5899280575539592,0.048600000000000004,0.003,0.2139,0.053099999999999994
Coherent Corp,COHR.N,North America,Telecom & Networking Equipment,Network,Cabling,True,-0.0793168531050039,-0.539658426552502,0.311973484325369,0.5780943444510782,0.5272,0.1809,0.3224,0.15839999999999999
Corning Inc,GLW.N,North America,Telecom & Networking Equipment,,,False,-0.228233178480444,-0.640341675408362,0.071482092012588,0.1116311724783524,0.3099,0.019299999999999998,0.3308,0.0747
CrowdStrike Holdings Inc,CRWD.O,North America,Software,,,False,0.249883623498743,-0.290103342333116,0.559445116842007,1.9284338896020536,0.19079999999999997,0.023,0.27440000000000003,0.1008
CyberArk Software Ltd,CYBR.O,North America,Software,,,False,,,,,,,,
F5 Inc,FFIV.O,North America,Telecom & Networking Equipment,,,False,0.11342313729785,-0.269886467345672,0.496732741941372,1.8405248207764122,,,,
Five9 Inc,FIVN.O,North America,Software,,,False,0.552238805970149,-0.223880597014925,1.2089552238806,5.400000000000023,,,,
Fortinet Inc.,FTNT.O,North America,Software,,,False,-0.181860682561945,-0.462365591397849,0.110331930808789,0.2386248736097067,,,,
Gen Digital Inc.,GEN.O,North America,Software,,,False,0.349072512647555,-0.24114671163575,0.517706576728499,2.1468531468531498,,,,
Jamf Holding Corp,JAMF.O,North America,Software,,,False,,,,,,,,
Keysight Technologies Inc,KEYS.N,North America,Telecom & Networking Equipment,,,False,-0.0278788916962871,-0.460408547813798,0.199092115969338,0.4324248907078424,0.36560000000000004,0.035,0.4606,0.192
Lumentum Holdings Inc,LITE.O,North America,Telecom & Networking Equipment,Network,Cabling,True,-0.253651775242563,-0.658812240110886,0.0662117496534811,0.1005016993040944,0.6001,0.26239999999999997,0.359,0.1771
Motorola Solutions Inc,MSI.N,North America,Telecom & Networking Equipment,,,False,0.017844767844768,-0.376299376299376,0.169438669438669,0.4502762430939219,,,,
NICE Ltd.,NICE.O,North America,Software,,,False,0.545147271849348,-0.343312409464027,0.989377112506036,2.881856540084389,,,,
Nutanix Inc,NTNX.O,North America,IT Hardware,,,False,0.484674329501916,-0.377394636015326,1.82567049808429,4.837563451776642,,,,
"Okta, Inc.",OKTA.O,North America,Software,,,False,0.260600504240202,-0.243639697455879,0.558560623424249,2.292568203198493,,,,
Palo Alto Networks Inc,PANW.O,North America,Software,,,False,0.467505241090147,-0.101527403414196,0.77298592392932,7.6135693215339115,0.045899999999999996,0.004,0.16699999999999998,0.0473
Qualys Inc,QLYS.O,North America,Software,,,False,0.115241635687732,-0.0849299399485273,0.61090458488228,7.193041526374861,,,,
Rapid7 Inc,RPD.O,North America,Software,,,False,0.392757660167131,-0.303621169916435,1.0891364902507,3.5871559633027585,,,,
RingCentral Inc,RNG.N,North America,Software,,,False,-0.00629347466048369,-0.271281881417688,0.391189135475323,1.4420024420024422,,,,
SailPoint Inc,SAIL.O,North America,Software,,,False,0.57035175879397,0.00502512562814061,1.1356783919598,-226.0000000000044,,,,
"SentinelOne, Inc.",S.N,North America,Software,,,False,0.297764960346071,-0.206921413121846,0.586157173756309,2.8327526132404164,,,,
Tenable Holdings Inc,TENB.O,North America,Software,,,False,0.330376940133038,-0.157427937915743,0.818181818181818,5.197183098591541,,,,
Twilio Inc,TWLO.N,North America,Software,,,False,0.353982300884956,-0.283185840707965,0.787610619469026,2.7812499999999942,0.3127,0.003,0.3154,0.0158
"Varonis Systems, Inc.",VRNS.O,North America,Software,,,False,0.0646687697160884,-0.290220820189274,0.735015772870663,2.53260869565218,,,,
Zebra Technologies Corporation,ZBRA.O,North America,Telecom & Networking Equipment,,,False,0.22061824503061,-0.213967198246542,0.587181618925251,2.7442599788060766,,,,
Zoom Video Communications Inc,ZM.O,North America,Software,,,False,-0.00647948164146861,-0.330453563714903,0.23110151187905,0.6993464052287588,0.3212,0.04190000000000001,0.3925,0.16949999999999998
Zscaler Inc,ZS.O,North America,Software,,,False,0.716182759396804,0.0690974566734188,1.12131442718884,-16.228013029316028,,,,
Airtasker Ltd,ART.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,-0.132075471698113,-0.584905660377359,1.49056603773585,2.548387096774193,,,,
ARN Media Limited,A1N.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,0.111111111111111,-0.444444444444444,1.5,3.3750000000000036,,,,
Aussie Broadband Ltd,ABB.AX,Asia/Pacific,Australia Telecoms,,,False,0.212121212121212,-0.595959595959596,0.515151515151515,0.8644067796610166,,,,
CAR Group Limited,CAR.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,0.483795392424834,-0.453338539632956,0.87426786411558,1.928509905254091,,,,
Hansen Technologies Ltd.,HSN.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,0.5,-0.511363636363636,1.01136363636364,1.9777777777777863,,,,
Hipages Group Holdings Ltd,HPG.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,0.419689119170985,-0.378238341968912,1.59067357512953,4.205479452054784,,,,
Infratil Ltd.,IFT.NZ,Asia/Pacific,"Australia Media, Internet and Technology",,,False,0.396648044692737,-0.301675977653631,0.86219739292365,2.8580246913580276,,,,
Macquarie Technology Group Limited,MAQ.AX,Asia/Pacific,"Australia Media, Internet and Technology",Owners/Operators,DC REITs,True,0.34302417443514,-0.288987201769632,0.896034128614315,3.1006014215418243,,,,
News Corporation,NWSA.O,Asia/Pacific,"Australia Media, Internet and Technology",,,False,0.426056338028169,-0.427816901408451,0.694542253521127,1.623456790123456,,,,
NEXTDC Ltd,NXT.AX,Asia/Pacific,"Australia Media, Internet and Technology",Owners/Operators,DC REITs,True,0.510791366906475,-0.424460431654676,1.15827338129496,2.7288135593220257,,,,
Nine Entertainment,NEC.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,0.767441860465116,-0.255813953488372,1.69767441860465,6.636363636363634,,,,
Nuix Ltd,NXL.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,2.11827956989247,-0.354838709677419,3.6594982078853,10.31313131313131,,,,
oOh!media Ltd,OML.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,0.455399061032864,-0.342723004694836,1.11267605633803,3.2465753424657557,,,,
PEXA Group Ltd,PXA.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,0.0667584308327598,-0.587061252580867,0.927047487955953,1.5791324736225087,,,,
REA Group Limited,REA.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,0.539219307966999,-0.44588104913188,0.847063169560399,1.8997514498757264,,,,
SEEK Limited,SEK.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,0.964933494558646,-0.0931076178960096,1.72067714631197,18.480519480519487,,,,
Seven West Media Ltd,SWM.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,,,,,,,,
Sky Network Television Limited,SKT.NZ,Asia/Pacific,"Australia Media, Internet and Technology",,,False,-0.279874213836478,-0.622641509433962,0.257861635220126,0.41414141414141464,,,,
Southern Cross Media Group Limited,SXL.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,-0.0151515151515151,-0.46969696969697,0.818181818181818,1.7419354838709662,,,,
Spark New Zealand Ltd,SPK.NZ,Asia/Pacific,Australia Telecoms,,,False,0.0280373831775702,-0.392523364485981,0.869158878504673,2.214285714285716,,,,
