company,ticker,region,industry,segment,sub_bucket,included,upside_to_pt,downside_to_bear,upside_to_bull,bull_bear_skew,prob_3m_base,prob_3m_bull,prob_12m_base,prob_12m_bull
Telstra Corporation,TLS.AX,Asia/Pacific,Australia Telecoms,,,False,0.0,-0.474747474747475,0.252525252525253,0.531914893617022,,,,
TPG Telecom Ltd,TPG.AX,Asia/Pacific,Australia Telecoms,,,False,0.227154046997389,-0.477806788511749,1.088772845953,2.27868852459016,,,,
Tyro Payments Limited,TYR.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,0.0309278350515465,-0.484536082474227,1.06185567010309,2.1914893617021205,,,,
WiseTech Global Limited,WTC.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,1.74609209970427,0.267427122940431,3.2247570764681,-12.058451816745643,,0.0,,0.0
Xero Ltd,XRO.AX,Asia/Pacific,"Australia Media, Internet and Technology",,,False,1.86624203821656,0.0955414012738853,2.31210191082803,-24.20000000000006,,,,
"Clear Channel Outdoor Holdings, Inc.",CCO.N,North America,Media & Entertainment,,,False,,,,,,,,
Interpublic Group,IPG.N,North America,Media & Entertainment,,,False,,,,,,,,
Lamar Advertising Co.,LAMR.O,North America,Media & Entertainment,,,False,0.062296077092344,-0.165338796570301,0.138174368313226,0.8357044515832986,,,,
Omnicom Group Inc.,OMC.N,North America,Media & Entertainment,,,False,0.27536231884058,-0.347826086956522,0.739130434782609,2.124999999999999,0.2027,0.0025,0.3411,0.046
OUTFRONT MEDIA INC,OUT.N,North America,Media & Entertainment,,,False,0.118210862619808,-0.321086261980831,0.277955271565495,0.8656716417910432,,,,
Advanced Micro Devices,AMD.O,North America,Semiconductors,Processor,CPU,True,0.229982635539263,-0.324715415782365,1.0017364460737,3.084967320261434,0.1868,0.0,0.20629999999999998,0.0
Aeva Technologies Inc,AEVA.O,North America,Semiconductors,,,False,0.365979381443299,-0.580265095729013,2.53460972017673,4.368020304568529,,,,
Allegro Microsystems Inc,ALGM.O,North America,Semiconductors,,,False,0.2033978291647,0.014629542236904,0.651722510618216,-44.54838709677479,,,,
Ambarella Inc,AMBA.O,North America,Semiconductors,,,False,0.449932034435886,-0.486482404470624,1.05407038211751,2.166718410431552,,,,
Amkor Technology Inc,AMKR.O,North America,Semiconductors,,,False,-0.0522325189553495,-0.32603201347936,0.284751474304971,0.8733850129198973,0.9296,0.8134,0.6785,0.5475
Analog Devices Inc.,ADI.O,North America,Semiconductors,,,False,-0.0685256600415307,-0.26431326016019,0.183625037080985,0.6947250280583613,0.5047,0.0559,0.4692,0.18230000000000002
Astera Labs Inc,ALAB.O,North America,Semiconductors,,,False,0.623878750386638,-0.195793380760903,1.4512836374884,7.412322274881519,0.1628,0.0,0.12990000000000002,0.0
Broadcom Inc.,AVGO.O,North America,Semiconductors,Semi Production,IC Design,True,0.420795276317003,-0.105083494787342,0.820586154934342,7.80889669300556,0.0815,0.005699999999999999,0.1537,0.0281
GlobalFoundries Inc,GFS.O,North America,Semiconductors,Semi Production,Foundry,True,-0.0406205348030211,-0.489691773831394,0.449275362318841,0.9174656106711142,,,,
Intel Corporation,INTC.O,North America,Semiconductors,Processor,CPU,True,-0.123744389826886,-0.358837358409917,0.431929899551186,1.2036926742108383,0.5347999999999999,0.0645,0.3856,0.11359999999999999
IonQ Inc,IONQ.N,North America,Semiconductors,,,False,0.700381119906186,-0.824098504837291,1.93169158604515,2.344005691924585,,0.0,,0.0
Marvell Technology Group Ltd,MRVL.O,North America,Semiconductors,Semi Production,IC Design,True,0.424755120213713,-0.12224907772548,1.25162193105203,10.238293444328852,0.151,0.0,0.18760000000000002,0.0
Microchip Technology Inc.,MCHP.O,North America,Semiconductors,,,False,-0.121690427698574,-0.35081466395112,0.0947046843177188,0.26995645863570367,,,,
Micron Technology Inc.,MU.O,North America,Semiconductors,Network,Memory/Storage,True,0.0931351114997814,-0.475295146480105,0.457513481999708,0.9625881631401398,0.3978,0.201,0.2838,0.1782
Navitas Semiconductor Corp,NVTS.O,North America,Semiconductors,,,False,-0.493975903614458,-0.783132530120482,-0.253012048192771,-0.32307692307692293,,,,
NVIDIA Corp.,NVDA.O,North America,Semiconductors,Network,Ethernet,True,0.367540068924019,-0.179475958645588,0.805152890979706,4.486132276744905,0.0673,0.0018,0.16699999999999998,0.019799999999999998
NXP Semiconductor NV,NXPI.O,North America,Semiconductors,,,False,0.223254101378718,-0.0222149490651721,0.431902794256024,19.441988950276173,0.1564,0.0165,0.2648,0.09140000000000001
ON Semiconductor Corp.,ON.O,North America,Semiconductors,,,False,-0.11369616396621,-0.362969117850713,0.149425287356322,0.4116749332315916,0.6457999999999999,0.2132,0.4902,0.2699
Qorvo Inc,QRVO.O,North America,Semiconductors,,,False,-0.00521080056845091,-0.526290857413548,0.302700142112743,0.5751575157515757,,,,
Qualcomm Inc.,QCOM.O,North America,Semiconductors,Semi Production,IC Design,True,-0.0618336886993602,-0.516702203269367,0.25088841506752,0.4855570839064663,,,,
SanDisk Corporation.,SNDK.O,North America,Semiconductors,Network,Memory/Storage,True,0.101251276813075,-0.441394279877426,0.396514300306435,0.8983222447208558,,,,
Semtech Corp.,SMTC.O,North America,Semiconductors,,,False,-0.230901681685129,-0.540836824886644,0.446364001607071,0.8253210230287594,,,,
Silicon Laboratories Inc.,SLAB.O,North America,Semiconductors,,,False,0.114488348530902,-0.599556134510542,0.278525594635017,0.4645529894584369,,,,
Skyworks Solutions Inc,SWKS.O,North America,Semiconductors,,,False,0.111111111111111,-0.516908212560387,0.578099838969404,1.1183800623052944,,,,
Texas Instruments,TXN.O,North America,Semiconductors,,,False,-0.204103289706403,-0.363282631765122,-0.044923947647683,-0.12366114897760455,0.7116,0.2237,0.5665,0.3165
"Wolfspeed, INC",WOLF.N,North America,Semiconductors,,,False,-1.0,-0.971815107102593,-0.379932356257046,-0.39095127610208796,,,,
Airbnb Inc,ABNB.O,North America,Internet,,,False,-0.0111248454882571,-0.299546765554182,0.318500206015657,1.0632737276478677,0.8167,0.061399999999999996,0.6544,0.221
Alphabet Inc.,GOOGL.O,North America,Internet,Owners/Operators,Hyperscalers,True,0.079419076278948,-0.345806620437001,0.357451262593222,1.033673855467271,0.3933,0.037200000000000004,0.41409999999999997,0.1629
Amazon.com Inc,AMZN.O,North America,Internet,Owners/Operators,Hyperscalers,True,0.509130237939534,-0.0693696866039539,0.76065194426279,10.96519216823786,0.039,0.0044,0.1815,0.0641
Booking Holdings Inc,BKNG.O,North America,Internet,,,False,0.485291986668599,0.0626479254214365,0.714727334202772,-11.408635312259051,,,,
DoorDash Inc,DASH.O,North America,Internet,,,False,0.871024073843083,0.184981913433953,1.2452288886117,-6.731625084288598,0.0888,0.013500000000000002,0.2022,0.0745
Expedia Inc.,EXPE.O,North America,Internet,,,False,0.269572577232332,-0.177128885127192,0.763295246156017,4.309264666843655,,,,
Instacart,CART.O,North America,Internet,,,False,0.322314049586777,-0.173553719008264,0.790633608815427,4.555555555555568,,,,
Lyft Inc,LYFT.O,North America,Internet,,,False,0.281085154483798,-0.171062547098719,0.883948756593821,5.167400881057269,,,,
Meta Platforms Inc,META.O,North America,Internet,Owners/Operators,Hyperscalers,True,0.289525923378714,-0.218469137346234,0.719367897838286,3.292766688130499,0.2144,0.0068000000000000005,0.315,0.0719
Nextdoor Holdings Inc,NXDR.N,North America,Internet,,,False,,,,,,,,
Pinterest Inc,PINS.N,North America,Internet,,,False,1.26977950713359,-0.0272373540856031,1.91828793774319,70.42857142857144,0.21289999999999998,0.011699999999999999,0.2645,0.048
Reddit Inc,RDDT.N,North America,Internet,,,False,0.718582169709989,-0.283924095954171,1.5062656641604,5.305170239596468,0.46049999999999996,0.0348,0.30920000000000003,0.0542
Snap Inc.,SNAP.N,North America,Internet,,,False,0.966873706004141,-0.0683229813664596,3.1407867494824,45.96969696969696,0.48469999999999996,0.0,0.3346,0.0
Uber Technologies Inc,UBER.N,North America,Internet,,,False,0.428775539362766,0.000142877553936271,0.714530647235319,-5001.000000000194,0.0731,0.0073,0.1938,0.055
Asia Vital Components Co. Ltd.,3017.TW,Asia/Pacific,Greater China Technology Hardware,Internal Power/Cooling,Liquid Cooling,True,0.121495327102804,-0.325856697819315,0.568847352024922,1.7456978967495198,,,,
Auras Technology Co Ltd,3324.TWO,Asia/Pacific,Greater China Technology Hardware,Internal Power/Cooling,Liquid Cooling,True,0.000938967136150159,-0.435680751173709,0.383098591549296,0.8793103448275865,,,,
Catcher Technology,2474.TW,Asia/Pacific,Greater China Technology Hardware,,,False,-0.168831168831169,-0.444155844155844,0.387012987012987,0.8713450292397662,,,,
Delta Electronics Inc.,2308.TW,Asia/Pacific,Greater China Technology Hardware,Server Components,Power Supply,True,0.3,-0.365079365079365,0.58968253968254,1.615217391304349,,,,
Fositek Corp,6805.TW,Asia/Pacific,Greater China Technology Hardware,,,False,0.16504854368932,-0.403236245954693,0.44336569579288,1.099518459069019,,,,
Foxconn Industrial Internet Co. Ltd.,601138.SS,Asia/Pacific,Greater China Technology Hardware,Server,ODM / EMS,True,0.497716894977169,-0.19634703196347,1.24657534246575,6.348837209302318,,,,
Foxconn Technology,2354.TW,Asia/Pacific,Greater China Technology Hardware,,,False,-0.0800681431005111,-0.628620102214651,0.492333901192504,0.783197831978319,,,,
GoerTek Inc,002241.SZ,Asia/Pacific,Greater China Technology Hardware,,,False,-0.365443425076453,-0.644495412844037,0.00152905198776754,0.0023724792408065737,,,,
Hon Hai Precision,2317.TW,Asia/Pacific,Greater China Technology Hardware,Server,ODM / EMS,True,0.39647577092511,-0.436123348017621,0.955947136563877,2.1919191919191934,,,,
iFlytek Co Ltd,002230.SZ,Asia/Pacific,Greater China IT Services and Software,,,False,-0.215686274509804,-0.632352941176471,0.411064425770308,0.650055370985603,,,,
LandMark Optoelectronics Corporation,3081.TWO,Asia/Pacific,Greater China Technology Hardware,,,False,-0.00368663594470042,-0.456221198156682,0.842396313364055,1.846464646464646,,,,
Lingyi Itech Guangdong Co,002600.SZ,Asia/Pacific,Greater China Technology Hardware,,,False,-0.200779727095517,-0.532163742690059,0.143599740090968,0.26984126984126927,,,,
Lite-On Technology,2301.TW,Asia/Pacific,Greater China Technology Hardware,Server Components,Power Supply,True,-0.052924791086351,-0.381615598885794,0.32033426183844,0.83941605839416,,,,
"Luxshare Precision Industry Co., Ltd.",002475.SZ,Asia/Pacific,Greater China Technology Hardware,Server Components,Passive Component,True,0.515748031496063,-0.0964566929133858,0.874015748031496,9.06122448979592,,,,
Sunonwealth Electric Machine Industry Co,2421.TW,Asia/Pacific,Greater China Technology Hardware,Server Components,Thermal Solution,True,0.211072664359861,-0.273356401384083,0.737024221453287,2.6962025316455693,,,,
Tong Hsing,6271.TW,Asia/Pacific,Greater China Technology Hardware,Semi Production,OSAT,True,-0.241830065359477,-0.594771241830065,0.124183006535948,0.2087912087912094,,,,
Visual Photonics Epitaxy Co Ltd,2455.TW,Asia/Pacific,Greater China Technology Hardware,,,False,-0.177777777777778,-0.511111111111111,0.405555555555555,0.7934782608695644,,,,
Arm Holdings plc,ARM.O,Europe,Semiconductors,Semi Production,Semi Design Services,True,0.0775862068965518,-0.640804597701149,1.39463601532567,2.1763826606875942,0.0254,0.0,0.069,0.0
ASML Holding NV,ASML.AS,Europe,Technology - European Semiconductors,Semi Production,Semi Capital Equipment,True,0.171548117154812,-0.665271966527197,0.673640167364017,1.012578616352201,0.5659000000000001,0.059500000000000004,0.4667,0.14550000000000002
Cadence Design Systems Inc,CDNS.O,Europe,Semiconductors,Semi Production,Semi Design Services,True,0.28564749883123,-0.432311494022574,0.502704868763775,1.1628302178279009,0.1188,0.0174,0.25129999999999997,0.1168
Infineon Technologies AG,IFXGn.DE,Europe,Technology - European Semiconductors,Semi Production,IDM (semi w/ fabs),True,0.249566122874002,-0.583477959041999,1.22145088510934,2.093396787626419,0.5859000000000001,0.0012,0.49770000000000003,0.0109
STMicroelectronics NV,STMPA.PA,Europe,Technology - European Semiconductors,Semi Production,IDM (semi w/ fabs),True,-0.138240574506284,-0.712746858168761,0.723518850987433,1.0151133501259453,,,,
Synopsys Inc.,SNPS.O,Europe,Semiconductors,Semi Production,Semi Design Services,True,0.258322084696516,-0.542428332837631,1.28785833581185,2.3742460668944334,0.3383,0.0,0.3601,0.0
3M Co.,MMM.N,North America,Multi-Industry,,,False,-0.0396927016645326,-0.272494470957979,0.280409731113957,1.0290474156343472,,,,
Acuity Inc.,AYI.N,North America,Multi-Industry,,,False,0.342062193126023,-0.214402618657938,0.734860883797054,3.4274809160305315,,,,
Allegion Public Limited Company,ALLE.N,North America,Multi-Industry,,,False,-0.0807799442896936,-0.331476323119777,0.225626740947075,0.6806722689075627,,,,
Ametek Inc.,AME.N,North America,Multi-Industry,,,True,-0.0642409470752089,-0.39066852367688,0.0880919220055711,0.22549019607843168,,,,
Carrier Global Corp.,CARR.N,North America,Multi-Industry,Internal Power/Cooling,Liquid Cooling,True,-0.159021406727829,-0.403669724770642,0.17737003058104,0.4393939393939402,0.2401,0.0034000000000000002,0.3398,0.0461
Dover Corp,DOV.N,North America,Multi-Industry,,,False,-0.0933816863100635,-0.283339809178431,0.165652117601347,0.5846411701965568,,,,
Eaton Corporation PLC,ETN.N,North America,Multi-Industry,Internal Power/Cooling,Uninterruptible Power Supply,True,0.0918432883750804,-0.254977520873475,0.412973667308927,1.6196473551637236,0.0481,0.001,0.20879999999999999,0.0265
Emerson Electric Co,EMR.N,North America,Multi-Industry,,,True,-0.156146627961925,-0.32491730236954,0.113886451090259,0.3505090380220254,0.9473999999999999,0.3361,0.8051,0.4404
Fastenal Co.,FAST.O,North America,Multi-Industry,,,False,-0.0303813833225597,-0.245852187028658,0.185089420383538,0.7528483786152486,,,,
Fortive Corp,FTV.N,North America,Multi-Industry,,,False,-0.0685413005272407,-0.349736379613357,0.335676625659051,0.9597989949748738,,,,
Gates Industrial Corporation PLC,GTES.N,North America,Multi-Industry,,,False,-0.106185198426886,-0.463711119056131,0.179835538076511,0.38781804163454275,,,,
Honeywell International Inc,HON.O,North America,Multi-Industry,Internal Power/Cooling,Power Electronics,True,-0.0264313530532769,-0.275002071422653,0.0771397796006297,0.2805061765592046,0.08689999999999999,0.0137,0.2669,0.13019999999999998
Hubbell Inc.,HUBB.N,North America,Multi-Industry,Internal Power/Cooling,Power Electronics,True,-0.0174005952835229,-0.313134396703045,0.144776005494925,0.4623446258835006,,,,
Ingersoll Rand INC,IR.N,North America,Multi-Industry,,,False,-0.167681688997158,-0.390986601705237,0.0150223304912709,0.038421599169263,,,,
Johnson Controls International Plc,JCI.N,North America,Multi-Industry,Internal Power/Cooling,Power Electronics,True,-0.0663602413099684,-0.389543234702672,0.1490950876185,0.38274336283185695,0.2602,0.008199999999999999,0.3858,0.115
Lennox International Inc,LII.N,North America,Multi-Industry,,,False,-0.205858995852819,-0.426453719227036,0.270625606635489,0.6345954893440922,,,,
Otis Worldwide Corp,OTIS.N,North America,Multi-Industry,,,False,0.0686852944450629,-0.243014583101414,0.335856618056329,1.382043060009162,,,,
Parker-Hannifin Corp,PH.N,North America,Multi-Industry,Internal Power/Cooling,Liquid Cooling,True,-0.0566508609932618,-0.286249064137759,0.207886199151485,0.7262423714036619,,,,
QXO Inc,QXO.N,North America,Multi-Industry,,,False,0.292944218692279,-0.519763575914296,0.810121906169191,1.5586353944562907,,,,
Ralliant Corporation,RAL.N,North America,Multi-Industry,,,False,0.0197144799456153,-0.297530024926354,0.314298663041015,1.0563594821020557,,,,
Rockwell Automation,ROK.N,North America,Multi-Industry,,,False,0.166417323832949,-0.251971498846261,0.470700103963283,1.8680688336520075,0.3791,0.0175,0.41479999999999995,0.14980000000000002
Stanley Black & Decker Inc,SWK.N,North America,Multi-Industry,,,False,-0.121458379090709,-0.483856797715792,0.16406764770481,0.3390830685428959,,,,
Trane Technologies PLC,TT.N,North America,Multi-Industry,Internal Power/Cooling,Liquid Cooling,True,0.149869967975584,-0.279987963977905,0.39703827884884,1.4180548092423428,0.001,0.0,0.0827,0.0055000000000000005
Vertiv Holdings Co.,VRT.N,North America,Multi-Industry,Internal Power/Cooling,Uninterruptible Power Supply,True,0.215196350147103,-0.360422973606788,0.556304097556816,1.5434756891044608,0.2889,0.0255,0.2525,0.056100000000000004
W.W. Grainger Inc.,GWW.N,North America,Multi-Industry,,,False,-0.0277704124021142,-0.328277739477824,0.122483251135741,0.37310861019869745,,,,
Watsco Inc,WSO.N,North America,Multi-Industry,,,False,-0.114663093415008,-0.330015313935682,0.196401225114855,0.5951276102088172,,,,
JEOL,6951.T,Japan,Semiconductor Production Equipment,Semi Production,Semi Capital Equipment,True,-0.285825182425089,-0.642912591212545,0.0557366868498681,0.08669403525718432,,,,
Ebara,6361.T,Japan,Conglomerates,,,False,0.046553590761458,-0.476723204619271,0.335258029592205,0.7032551097653295,,,,
Fuji Electric,6504.T,Japan,Conglomerates,Internal Power/Cooling,Power Electronics,True,,,,,,,,
Hitachi,6501.T,Japan,Conglomerates,,,False,,,,,,,,
IHI,7013.T,Japan,Conglomerates,,,False,,,,,,,,
Kawasaki Heavy Industries,7012.T,Japan,Conglomerates,,,False,,,,,,,,
Mitsubishi Electric,6503.T,Japan,Conglomerates,Internal Power/Cooling,Power Electronics,True,,,,,,,,
Mitsubishi Heavy Industries,7011.T,Japan,Conglomerates,,,False,,,,,,,,
Yamaha Motor,7272.T,Japan,General Machinery,,,False,-0.0376904570970329,-0.358460304731355,0.443464314354451,1.2371364653243866,,,,
Advantest,6857.T,Japan,Semiconductor Production Equipment,Semi Production,Semi Capital Equipment,True,0.1196118678858,-0.585743608882254,0.444299309572681,0.7585218222363804,,,,
DISCO,6146.T,Japan,Semiconductor Production Equipment,Semi Production,Semi Capital Equipment,True,0.0805911879531511,-0.609592861126603,0.1781929726715,0.2923147301006402,,,,
KOKUSAI ELECTRIC,6525.T,Japan,Semiconductor Production Equipment,Semi Production,Semi Capital Equipment,True,0.0920698924731183,-0.462365591397849,0.646505376344086,1.3982558139534897,,,,
Lasertec,6920.T,Japan,Semiconductor Production Equipment,Semi Production,Semi Capital Equipment,True,-0.490529065969954,-0.725669497060745,0.6263879817113,0.8631863186318629,,,,
Nikon,7731.T,Japan,Semiconductor Production Equipment,Semi Production,Semi Capital Equipment,True,-0.433281813498197,-0.58784131890778,0.0303967027305512,0.05170902716914972,,,,
SCREEN Holdings,7735.T,Japan,Semiconductor Production Equipment,Semi Production,Semi Capital Equipment,True,0.338360037700283,-0.542884071630537,0.748350612629595,1.3784722222222234,,,,
Tokyo Electron,8035.T,Japan,Semiconductor Production Equipment,Semi Production,Semi Capital Equipment,True,0.162514827995255,-0.61091340450771,0.404507710557533,0.6621359223300982,,,,
Ulvac,6728.T,Japan,Semiconductor Production Equipment,Semi Production,Semi Capital Equipment,True,-0.195630585898709,-0.543197616683218,0.449851042701092,0.8281535648994501,,,,
Ushio,6925.T,Japan,Semiconductor Production Equipment,Semi Production,Semi Capital Equipment,True,0.0305851063829787,-0.56781914893617,0.429521276595745,0.7564402810304458,,,,
Adobe Inc.,ADBE.O,North America,Software,,,False,0.610031442967004,-0.204455051710422,1.6139334015229,7.8938299055030425,0.0739,0.0,0.2023,0.0
Atlassian Corporation PLC,TEAM.O,North America,Software,,,False,2.43683337283717,0.659160938611045,3.26641384214269,-4.955411722402019,,0.0,,0.0
Cloudflare Inc,NET.N,North America,Software,,,False,0.25095736533061,-0.28516721981108,0.659433239724279,2.3124440465532676,0.1188,0.0023,0.1912,0.0137
CoreWeave,CRWV.O,North America,Software,Owners/Operators,Neo-cloud,True,0.0308204914618908,-0.666805497709288,1.1865889212828,1.7795128044971906,,,,
Intuit,INTU.O,North America,Software,,,False,1.20330495743615,0.439659489233851,1.62894341512268,-3.705011389521629,0.0183,0.0033,0.1394,0.051399999999999994
Microsoft,MSFT.O,North America,Software,Owners/Operators,Hyperscalers,True,0.619655138044453,-0.227549088009568,1.14292833648958,5.022777047744186,0.005600000000000001,0.0,0.1035,0.0038
Oracle Corporation,ORCL.N,North America,Software,Owners/Operators,Enterprises/Tier 2 Clouds,True,0.330086174597227,-0.269389284376171,0.586112151867116,2.1757070004636048,0.013300000000000001,0.0,0.0446,0.0
"Salesforce, Inc.",CRM.N,North America,Software,Owners/Operators,Enterprises/Tier 2 Clouds,True,1.09782837866329,0.159603626396795,1.89900906599199,-11.898282694848115,0.0064,0.0,0.0583,0.0
Samsara Inc,IOT.N,North America,Software,,,False,0.939970717423133,0.134699853587116,1.3792093704246,-10.239130434782602,0.030299999999999997,0.0008,0.0872,0.0046
ServiceNow Inc,NOW.N,North America,Software,,,False,0.961150541651102,-0.0661187896899514,1.66156144938364,25.129943502824897,,,,
Shopify Inc,SHOP.O,North America,Software,,,False,0.703637976929902,-0.139307897071872,1.59094942324756,11.420382165605115,,,,
Workday Inc,WDAY.O,North America,Software,,,False,0.938789641323917,0.315607256612658,1.45810829524997,-4.620008775778858,0.042,0.0016,0.17190000000000003,0.029500000000000002
Adyen NV,ADYEN.AS,Europe,Technology - Payments,,,False,0.835511982570806,-0.112200435729848,1.49455337690632,13.32038834951452,,,,
Amadeus IT Holdings S.A.,AMA.MC,Europe,Technology - Software & Services,,,False,0.752511220346228,0.143406710835649,1.67151100662535,-11.655737704918025,0.0109,0.0,0.09630000000000001,0.0
Capgemini,CAPP.PA,Europe,Technology - Software & Services,,,False,0.396263520157325,-0.016715830875123,0.907571288102262,54.294117647058556,,,,
Computacenter PLC,CCC.L,Europe,Technology - Software & Services,,,False,0.173749143248801,-0.211788896504455,0.465044551062372,2.195792880258903,,,,
Dassault Systemes SA,DAST.PA,Europe,Technology - Software & Services,,,False,0.770050125313283,0.159147869674185,1.34962406015038,-8.48031496062997,,,,
HBX Group International PLC,HBX.MC,Europe,Technology - Software & Services,,,False,0.808785529715762,-0.134366925064599,1.24806201550388,9.288461538461602,,,,
Hexagon AB,HEXAb.ST,Europe,Technology - Software & Services,,,False,,,,,,,,
Indra,IDR.MC,Europe,Technology - Software & Services,,,False,0.135288552507095,-0.337748344370861,0.400189214758751,1.1848739495798313,,,,
Nexi SpA,NEXII.MI,Europe,Technology - Payments,,,False,0.247569669475049,-0.222294232015554,1.38172391445237,6.215743440233259,,,,
Sage,SGE.L,Europe,Technology - Software & Services,,,False,0.776198934280639,0.0784064958132453,0.985536665820858,-12.569579288025906,0.0,0.0,0.0705,0.011699999999999999
SAP SE,SAPG.DE,Europe,Technology - Software & Services,Owners/Operators,Enterprises/Tier 2 Clouds,True,0.42551674982181,-0.168448562603944,0.781895937277263,4.641748942172072,0.006,0.0001,0.051399999999999994,0.0014000000000000002
Softcat PLC,SCTS.L,Europe,Technology - Software & Services,,,False,0.452914798206278,-0.0224215246636771,0.955156950672646,42.60000000000007,,,,
Softwareone Holding AG,SWON.S,Europe,Technology - Software & Services,,,False,0.137508999280058,-0.193664506839453,0.879049676025918,4.539033457249068,,,,
Temenos Group AG,TEMN.S,Europe,Technology - Software & Services,,,False,0.00478468899521522,-0.346092503987241,0.594896331738437,1.718894009216589,,,,
Trustpilot,TRST.L,Europe,Technology - Software & Services,,,False,1.06766917293233,-0.24812030075188,1.78195488721805,7.181818181818193,,,,
W.A.G. payments solutions PLC,EWGW.L,Europe,Technology - Payments,,,False,0.101694915254237,-0.449152542372881,0.457627118644068,1.0188679245283032,,,,
Wise PLC,WISEa.L,Europe,Technology - Payments,,,False,0.408199643493761,-0.102792632204397,1.07961972667855,10.502890173410394,,,,
Worldline SA,WLN.PA,Europe,Technology - Payments,,,False,,,,,,,,
"Apple, Inc.",AAPL.O,North America,IT Hardware,,,False,0.231527093596059,-0.241535694737665,0.618578465869106,2.561022984784721,0.0509,0.0003,0.2521,0.0222
CDW Corporation,CDW.O,North America,IT Hardware,,,False,0.11934415891534,-0.259025697619423,0.497714015450103,1.9214850882531973,0.0227,0.0,0.17989999999999998,0.005600000000000001
Cricut Inc,CRCT.O,North America,IT Hardware,,,False,-0.360341151385928,-0.637526652452026,0.407249466950959,0.6387959866220724,,,,
Dell Technologies Inc.,DELL.N,North America,IT Hardware,Server,Server Brands,True,-0.05523874372287,-0.378670525151077,0.310749851051153,0.8206338503034375,0.6413,0.0728,0.4623,0.14980000000000002
Garmin Ltd,GRMN.N,North America,IT Hardware,,,False,-0.0919251187482537,-0.399273540094999,0.261991245226786,0.6561698157219498,,,,
GoPro Inc,GPRO.O,North America,IT Hardware,,,False,0.512155403047575,-0.651041060835175,2.14063045248342,3.2880114346971525,,,,
Hewlett Packard Enterprise,HPE.N,North America,IT Hardware,Server,Server Brands,True,0.101806963420009,-0.338915821947995,0.454385191714411,1.3407022106631958,0.4008,0.0363,0.39630000000000004,0.1472
HP Inc.,HPQ.N,North America,IT Hardware,,,False,-0.0654205607476637,-0.221183800623053,0.298026998961578,1.3474178403755848,0.7045,0.0537,0.5526,0.1613
