company,ticker,region,industry,segment,sub_bucket,included,upside_to_pt,downside_to_bear,upside_to_bull,bull_bear_skew,prob_3m_base,prob_3m_bull,prob_12m_base,prob_12m_bull
IBM,IBM.N,North America,IT Hardware,Owners/Operators,Enterprises/Tier 2 Clouds,True,0.158624895190182,-0.0967299336839698,0.676957085143685,6.998423955870768,0.8794,0.006999999999999999,0.6820999999999999,0.08710000000000001
Ingram Micro,INGM.N,North America,IT Hardware,,,False,-0.0264255910987483,-0.443671766342142,0.344459898006491,0.7763845350052256,,,,
Kornit Digital Ltd.,KRNT.O,North America,IT Hardware,,,False,0.0644959298685035,-0.248591108328115,0.565435190983093,2.2745591939546608,,,,
Logitech International SA,LOGI.O,North America,IT Hardware,,,False,-0.00458561682138459,-0.30656526115647,0.33094732132871,1.079533017147026,,,,
NetApp Inc,NTAP.O,North America,IT Hardware,,,False,-0.131029095879711,-0.414176918570592,0.308338215192345,0.7444601603017432,0.2702,0.0045000000000000005,0.36810000000000004,0.045599999999999995
Pure Storage Inc,PSTG.N,North America,IT Hardware,Network,Memory/Storage,True,0.123899796885579,-0.282329045362221,0.800947867298578,2.8369304556354886,0.2114,0.0,0.2384,0.0
Resideo Technologies Inc,REZI.N,North America,IT Hardware,,,False,0.172202065308401,-0.218531956461066,0.479207368127268,2.1928480204342304,,,,
Seagate Technology,STX.O,North America,IT Hardware,Network,Memory/Storage,True,0.0986173384351745,-0.408436817765675,0.408483767224583,1.0001149491350092,0.4044,0.1107,0.306,0.1293
"SmartRent, Inc.",SMRT.N,North America,IT Hardware,,,False,,,,,,,,
Sonos Inc.,SONO.O,North America,IT Hardware,,,False,0.160541586073501,-0.355254674403611,0.740812379110251,2.0852994555353863,,,,
TD Synnex Corporation,SNX.N,North America,IT Hardware,,,False,0.0647517642689117,-0.337625355948991,0.380463043209112,1.1268793546021258,,,,
Teradata,TDC.N,North America,IT Hardware,,,False,0.191895113230036,-0.284862932061979,0.519666269368295,1.8242677824267732,,,,
Western Digital,WDC.O,North America,IT Hardware,Network,Memory/Storage,True,0.310462390794801,-0.445983379501385,0.665601250088785,1.4924351011307542,0.368,0.26289999999999997,0.2636,0.2116
Xerox Corp,XRX.O,North America,IT Hardware,,,False,-1.0,,,,,,,
Accton Technology Corporation,2345.TW,Asia/Pacific,Greater China Technology Hardware,Network,Ethernet,True,0.117241379310345,-0.4,0.36551724137931,0.913793103448275,,,,
Advantech,2395.TW,Asia/Pacific,Greater China Technology Hardware,Server,ODM / EMS,True,0.311475409836065,-0.295081967213115,0.639344262295082,2.1666666666666647,,,,
AirTAC International,1590.TW,Asia/Pacific,Greater China Technology Hardware,,,False,0.0249999999999999,-0.416666666666667,0.35,0.8399999999999992,,,,
AU Optronics,2409.TW,Asia/Pacific,Greater China Technology Hardware,,,False,-0.13312693498452,-0.473684210526316,0.362229102167183,0.7647058823529416,,,,
Bizlink,3665.TW,Asia/Pacific,Greater China Technology Hardware,,,False,0.391941391941392,-0.318681318681319,0.831501831501831,2.6091954022988464,,,,
BOE Technology,000725.SZ,Asia/Pacific,Greater China Technology Hardware,,,False,0.244019138755981,-0.330143540669856,1.05741626794258,3.2028985507246306,,,,
BOE Varitronix Ltd,0710.HK,Asia/Pacific,Greater China Technology Hardware,,,False,0.436325678496869,-0.164926931106472,1.08768267223382,6.594936708860749,,,,
Chenbro,8210.TW,Asia/Pacific,Greater China Technology Hardware,Server,ODM / EMS,True,0.230769230769231,-0.471794871794872,0.641025641025641,1.3586956521739124,,,,
Chroma Ate Inc.,2360.TW,Asia/Pacific,Greater China Technology Hardware,,,False,-0.161904761904762,-0.595238095238095,0.123809523809524,0.20800000000000038,,,,
E Ink Holdings Inc.,8069.TWO,Asia/Pacific,Greater China Technology Hardware,,,False,0.0817941952506596,-0.20844327176781,1.00527704485488,4.822784810126577,,,,
Ennostar Inc,3714.TW,Asia/Pacific,Greater China Technology Hardware,,,False,-0.187675070028011,-0.439775910364146,0.540616246498599,1.2292993630573228,,,,
Hiwin Technologies Corp.,2049.TW,Asia/Pacific,Greater China Technology Hardware,,,False,-0.310344827586207,-0.633620689655172,0.0560344827586208,0.08843537414966009,,,,
Innolux,3481.TW,Asia/Pacific,Greater China Technology Hardware,,,False,-0.111617312072893,-0.521640091116173,0.230068337129841,0.4410480349344988,,,,
King Slide Works Co. Ltd.,2059.TW,Asia/Pacific,Greater China Technology Hardware,Server Components,Passive Component,True,0.567656765676568,-0.323432343234323,0.848184818481848,2.6224489795918395,,,,
Lens Technology,300433.SZ,Asia/Pacific,Greater China Technology Hardware,,,False,-0.4750656167979,-0.73753280839895,-0.227179935841353,-0.3080268880980623,,,,
Radiant Opto-Electronics Corporation,6176.TW,Asia/Pacific,Greater China Technology Hardware,,,False,0.343873517786561,-0.130434782608696,1.01581027667984,7.7878787878787525,,,,
Sanan Optoelectronics,600703.SS,Asia/Pacific,Greater China Technology Hardware,,,False,-0.434318038969202,-0.641734758013828,-0.0257699560025142,-0.04015670910871703,,,,
TCL Corp.,000100.SZ,Asia/Pacific,Greater China Technology Hardware,,,False,0.0307017543859651,-0.320175438596491,0.425438596491228,1.3287671232876719,,,,
Tianma Microelectronics,000050.SZ,Asia/Pacific,Greater China Technology Hardware,,,False,-0.347150259067358,-0.481865284974093,0.295336787564767,0.6129032258064523,,,,
Wuhan Jingce Electronic Group Co Ltd,300567.SZ,Asia/Pacific,Greater China Technology Hardware,,,False,-0.504003401119535,-0.75908736625806,-0.298519095869057,-0.393260524596285,,,,
ABB,ABBN.S,Europe,Capital Goods,Internal Power/Cooling,Uninterruptible Power Supply,True,-0.122061738884169,-0.263664684225432,0.0478617955253466,0.1815252416756163,0.7229000000000001,0.2115,0.6047,0.33390000000000003
Alfa Laval AB,ALFA.ST,Europe,Capital Goods,,,False,-0.170245997657165,-0.273721202655213,0.0737992971495509,0.2696148359486444,0.8867,0.0818,0.7238,0.26170000000000004
Alstom,ALSO.PA,Europe,Capital Goods,,,False,-0.310106933425319,-0.586064160055191,0.172818213176958,0.2948793407887002,,,,
Assa Abloy AB,ASSAb.ST,Europe,Capital Goods,,,False,-0.0635716169876023,-0.314165127934582,0.0815088367185439,0.2594458438287152,,,,
GEA Group AG,G1AG.DE,Europe,Capital Goods,,,False,-0.159533073929961,-0.299610894941634,0.167315175097276,0.558441558441558,,,,
Halma PLC,HLMA.L,Europe,Capital Goods,,,False,-0.0956072351421189,-0.361757105943152,0.0465116279069766,0.1285714285714283,,,,
KION Group AG,KGX.DE,Europe,Capital Goods,,,False,-0.204892966360856,-0.388379204892966,0.0397553516819571,0.10236220472440932,,,,
Knorr Bremse AG,KBX.DE,Europe,Capital Goods,,,False,0.0103871576959396,-0.338999055712937,0.180358829084041,0.532033426183842,,,,
Legrand,LEGD.PA,Europe,Capital Goods,Internal Power/Cooling,Power Electronics,True,0.0372340425531914,-0.235372340425532,0.183510638297872,0.7796610169491508,0.2736,0.0362,0.35700000000000004,0.1551
Prysmian SpA,PRY.MI,Europe,Capital Goods,,,False,-0.243799153055052,-0.395039322444041,0.00826779592659799,0.02092904543134224,0.8792,0.2945,0.7053,0.36340000000000006
Rexel S.A.,RXL.PA,Europe,Capital Goods,,,False,0.0109289617486339,-0.316939890710383,0.229508196721312,0.7241379310344834,,,,
Rotork PLC,ROR.L,Europe,Capital Goods,,,False,-0.0691489361702128,-0.202127659574468,0.223404255319149,1.1052631578947378,,,,
Schneider Electric,SCHN.PA,Europe,Capital Goods,Internal Power/Cooling,Uninterruptible Power Supply,True,0.1284046692607,-0.163424124513619,0.264591439688716,1.6190476190476162,0.193,0.0252,0.3152,0.1331
Siemens,SIEGn.DE,Europe,Capital Goods,Internal Power/Cooling,Power Electronics,True,0.0640561821664185,-0.148755054266865,0.276867418599702,1.8612303290414909,0.7432,0.1331,0.6275999999999999,0.289
Siemens Energy AG,ENR1n.DE,Europe,Capital Goods,Power Supply,Grid Infrastructure,True,0.0159118727050183,-0.388004895960832,0.223990208078335,0.5772870662460563,0.4703,0.1861,0.3881,0.23989999999999997
Signify NV,LIGHT.AS,Europe,Capital Goods,,,False,-0.22071392659628,-0.396681749622926,0.256913021618904,0.6476552598225604,,,,
Spirax Group PLC,SPX.L,Europe,Capital Goods,,,False,0.0608020698576974,-0.197930142302717,0.29366106080207,1.4836601307189528,,,,
Vestas Wind Systems A/S,VWS.CO,Europe,Capital Goods,,,False,0.0900929785187561,-0.371593459442129,0.410708560436037,1.1052631578947358,0.6766,0.1859,0.5175,0.2659
Wartsila Oyj Abp,WRT1V.HE,Europe,Capital Goods,,,False,-0.327033218785796,-0.484536082474227,-0.112256586483391,-0.23167848699763663,,,,
AP Memory Technology Corp,6531.TW,Asia/Pacific,Greater China Technology Semiconductors,,,False,0.401515151515152,-0.320707070707071,1.06565656565657,3.322834645669302,,,,
ASMedia Technology Inc,5269.TW,Asia/Pacific,Greater China Technology Semiconductors,,,False,0.0866141732283465,-0.381889763779528,0.622047244094488,1.6288659793814408,,,,
Aspeed Technology,5274.TWO,Asia/Pacific,Greater China Technology Semiconductors,,,False,0.269408740359897,-0.365552699228792,0.47866323907455,1.3094233473980297,,,,
Egis Technology Inc,6462.TWO,Asia/Pacific,Greater China Technology Semiconductors,,,False,-0.036697247706422,-0.55045871559633,0.311926605504587,0.5666666666666667,,,,
Espressif Systems,688018.SS,Asia/Pacific,Greater China Technology Semiconductors,,,False,0.315002988643156,-0.432157800358637,0.518230723251644,1.1991701244813289,,,,
GigaDevice Semiconductor Beijing Inc,603986.SS,Asia/Pacific,Greater China Technology Semiconductors,,,False,0.341107871720117,-0.0217039196631033,1.32912212504049,61.23880597014925,,,,
Macronix International Co Ltd,2337.TW,Asia/Pacific,Greater China Technology Semiconductors,,,False,0.228426395939086,-0.273096446700508,0.981725888324873,3.594795539033452,,,,
Montage Technology Co Ltd,688008.SS,Asia/Pacific,Greater China Technology Semiconductors,Semi Production,IC Design,True,,,,,,,,
Novatek,3034.TW,Asia/Pacific,Greater China Technology Semiconductors,,,False,-0.138666666666667,-0.52,0.16,0.3076923076923077,,,,
Nuvoton Technology Corporation,4919.TW,Asia/Pacific,Greater China Technology Semiconductors,,,False,-0.203980099502488,-0.618573797678275,0.127694859038143,0.20643431635388812,,,,
Parade Technologies Ltd,4966.TWO,Asia/Pacific,Greater China Technology Semiconductors,,,False,0.0433070866141732,-0.458661417322835,0.673228346456693,1.4678111587982825,,,,
Powerchip Semiconductor Manufacturing Co,6770.TW,Asia/Pacific,Greater China Technology Semiconductors,Semi Production,Foundry,True,0.394611727416799,-0.302694136291601,1.23454833597464,4.0785340314135965,,,,
Realtek Semiconductor,2379.TW,Asia/Pacific,Greater China Technology Semiconductors,,,False,0.155462184873949,-0.285714285714286,0.701680672268908,2.4558823529411757,,,,
Shenzhen Goodix Technology Co Ltd,603160.SS,Asia/Pacific,Greater China Technology Semiconductors,,,False,-0.212198221092757,-0.580686149936468,0.0927573062261753,0.159737417943107,,,,
Sino Wealth Electronic,300327.SZ,Asia/Pacific,Greater China Technology Semiconductors,,,False,-0.42156862745098,-0.748366013071895,0.0424836601307188,0.0567685589519649,,,,
Winbond Electronics Corp,2344.TW,Asia/Pacific,Greater China Technology Semiconductors,,,False,0.469194312796209,-0.38957345971564,0.76303317535545,1.958637469586373,,,,
WPG Holdings,3702.TW,Asia/Pacific,Greater China Technology Semiconductors,,,False,-0.116279069767442,-0.37984496124031,0.0852713178294573,0.22448979591836724,,,,
Alibaba Group Holding,BABA.N,Asia/Pacific,China Internet and Other Services,Owners/Operators,Hyperscalers,False,0.155846657676748,-0.229435561548835,0.669556283310859,2.9182759585782216,0.0708,0.0026,0.1472,0.0127
Baidu Inc,BIDU.O,Asia/Pacific,China Internet and Other Services,,,False,0.0948105977665865,-0.270126268155609,0.459747463688782,1.7019724398811145,0.6553,0.1365,0.4783,0.1956
China Mobile Limited,0941.HK,Asia/Pacific,Greater China Telecoms,,,False,0.0841836734693877,-0.170918367346939,0.339285714285714,1.9850746268656676,,,,
China Telecom,0728.HK,Asia/Pacific,Greater China Telecoms,,,False,0.120162932790224,-0.185336048879837,0.425661914460285,2.2967032967032965,0.126,0.0068000000000000005,0.1923,0.0416
China Tower Corp Ltd,0788.HK,Asia/Pacific,Greater China Telecoms,,,False,0.133272892112421,-0.0480507706255665,0.314596554850408,6.5471698113207735,,,,
China Unicom,0762.HK,Asia/Pacific,Greater China Telecoms,,,False,0.0943912448700412,-0.179206566347469,0.573187414500684,3.1984732824427518,0.0794,0.0054,0.14859999999999998,0.028300000000000002
China United Network Communications,600050.SS,Asia/Pacific,Greater China Telecoms,,,False,-0.125,-0.395833333333333,0.75,1.8947368421052648,,,,
Meituan,3690.HK,Asia/Pacific,China Internet and Other Services,,,False,0.462522851919561,-0.0249847653869593,1.4375380865326,57.53658536585328,,,,
Tencent Holdings Ltd.,0700.HK,Asia/Pacific,China Internet and Other Services,Owners/Operators,Enterprises/Tier 2 Clouds,True,0.378986866791745,-0.0431519699812383,0.688555347091933,15.956521739130439,0.0857,0.0016,0.2293,0.065
Daikin Industries ,6367.T,Asia/Pacific,Industrials/General Machinery,Internal Power/Cooling,Liquid Cooling,True,-0.195373397032939,-0.396530047774705,0.206939904450591,0.5218769816106528,,,,
Applied Materials Inc.,AMAT.O,North America,Semiconductor Capital Equipment,Semi Production,Semi Capital Equipment,True,0.183398608097828,-0.151897664196557,0.541235806260742,3.5631608235948757,0.6255,0.24969999999999998,0.4757,0.28800000000000003
BE Semiconductor Industries NV,BESI.AS,Europe,Technology - European Semiconductors,Semi Production,Semi Capital Equipment,True,0.0364145658263306,-0.551820728291317,0.428571428571429,0.7766497461928935,0.46140000000000003,0.0384,0.3795,0.0873
Zhongji Innolight Co Ltd,300308.SZ,Asia/Pacific,Greater China Technology Hardware,Network,Cabling,True,-0.0583804143126178,-0.529190207156309,0.0734463276836159,0.13879003558718872,,,,
Eoptolink Technology Inc Ltd,300502.SZ,Asia/Pacific,Greater China Technology Hardware,Network,Cabling,True,-0.30348802272541,-0.508344486629702,0.174510393051269,0.34329160174090606,,,,
RWE AG,RWEG.DE,Europe,Utilities,Power Supply,Grid + Onsite Renewable Storage,True,0.188118811881188,-0.207920792079208,0.386138613861386,1.8571428571428557,,,,
Orsted A/S,ORSTED.CO,Europe,Utilities,Power Supply,Grid + Onsite Renewable Storage,True,0.0433648516465601,-0.21747636126508,0.467231822627975,2.148425787106445,,,,
Atlas Copco,ATCOa.ST,Europe,Capital Goods ,Power Supply,Generator or Wind and/or Grid Connection,True,0.0351966873706004,-0.22360248447205,0.19047619047619,0.8518518518518485,,,,
Rolls-Royce Holdings PLC,RR.L,Europe,Aerospace & Defence,Power Supply,Generator or Wind and/or Grid Connection,True,0.155624036979969,-0.236517719568567,0.585516178736518,2.4755700325732914,,,,
Vinci SA,SGEF.PA,Europe,Transport,Power Supply,Grid Infrastructure,True,0.0684229784120014,-0.29015733626052,0.266008049762166,0.916771752837325,0.1192,0.0049,0.2613,0.0395
OVH GROUPE SAS,OVH.PA,Europe,Technology - Software & Services,Owners/Operators,Enterprises/Tier 2 Clouds,True,0.00948131622978265,-0.498047964305633,0.639709983268265,1.2844344904815221,,,,
EQT Corp.,EQT.N,North America,Exploration & Production,Power Supply,Generator or Wind and/or Grid Connection,False,0.175468483816014,-0.216354344122658,0.51618398637138,2.385826771653539,0.057800000000000004,0.0027,0.1728,0.028399999999999998
Brookfield Corporation,BN.N,North America,"Financials/Brokers, Asset Managers & Exchanges",Owners/Operators,PE,True,0.25549278091651,-0.393178489223687,0.925088930738648,2.352847259180414,,,,
Antin Infrastructure Partners SA,ANTIN.PA,Europe,Financials/Diversified Financials ,Owners/Operators,PE,True,0.0896130346232178,-0.266802443991853,0.547861507128309,2.053435114503818,,,,
Blackstone Inc,BX.N,North America,"Financials/Brokers, Asset Managers & Exchanges",Owners/Operators,PE,True,0.655629139072847,-0.383951948251964,1.31788079470199,3.432410750100286,0.0216,0.0001,0.12890000000000001,0.0018
Equinix Inc,EQIX.O,North America,Real Estate/Communications Infrastructure,Owners/Operators,DC REITs,True,0.124253547935034,-0.267927922274862,0.254980704671666,0.9516764901050003,,,,
Digital Realty Trust Inc,DLR.N,North America,Real Estate/Communications Infrastructure,Owners/Operators,DC REITs,True,0.0775266618776593,-0.392164447145936,0.29855777200641,0.7613075947583484,,,,
JSW Energy,JSWENERGY.NS,Asia/Pacific,Utilities—Independent Power Producers,Power Supply,Grid + Onsite Renewable Storage,True,,,,,,,,
Adani Power,ADANIPOWER.NS,Asia/Pacific,Utilities—Independent Power Producers,Power Supply,Grid + Onsite Renewable Storage,True,,,,,,,,
Contemporary Amperex Technology Co. Ltd.,300750.SZ,Asia/Pacific,Industrials,Power Supply,Grid + Onsite Renewable Storage,True,0.341216401160563,-0.411507089286692,0.560190507472492,1.3613143541306383,,,,
Antero Resources Corp,AR.N,North America,Energy,Power Supply,Grid Infrastructure,True,0.323360184119678,-0.309551208285386,1.18642117376295,3.832713754646847,0.0154,0.0,0.0897,0.0
Energy Transfer LP,ET.N,North America,Energy,Power Supply,Grid Infrastructure,True,0.0133333333333334,-0.52,0.546666666666667,1.0512820512820518,0.0297,0.0001,0.1378,0.0025
ENGIE,ENGIE.PA,Europe,Utilities,Power Supply,Grid + Onsite Renewable Storage,True,-0.0110308101939901,-0.315329022441993,0.141118295930011,0.44752714113389513,0.48369999999999996,0.08689999999999999,0.40850000000000003,0.174
Iberdrola SA,IBE.MC,Europe,Utilities,Power Supply,Grid + Onsite Renewable Storage,True,-0.0533134030891879,-0.252615844544096,0.0463378176382661,0.18343195266272178,0.7703,0.1968,0.5863,0.3075
Kinder Morgan Inc.,KMI.N,North America,Energy,Power Supply,Grid Infrastructure,True,0.051980198019802,-0.443069306930693,0.361386138613861,0.8156424581005578,0.0108,0.0001,0.0964,0.0066
Williams Companies Inc,WMB.N,North America,Energy,Power Supply,Grid Infrastructure,True,0.148312119535141,-0.3912562257886,0.300498063087991,0.7680339462517675,0.0022,0.0002,0.066,0.019299999999999998
APA Group,APA.AX,Asia/Pacific,Utilities,Power Supply,Grid Infrastructure,True,,,,,,,,
Kansai Electric Power,9503.T,Asia/Pacific,Utilities,Power Supply,Behind Fence,True,-0.250182882223848,-0.542794440380395,0.375274323335772,0.6913746630727767,,,,
AGL Energy Ltd,AGL.AX,Asia/Pacific,Utilities,Power Supply,Grid + Onsite Renewable Storage,True,-0.0747126436781609,-0.453065134099617,0.329501915708812,0.7272727272727264,,,,
Origin Energy Ltd.,ORG.AX,Asia/Pacific,Utilities,Power Supply,Grid + Onsite Renewable Storage,True,-0.0787468247248094,-0.400508044030483,0.278577476714648,0.6955602536997865,0.5055,0.0007000000000000001,0.4888,0.051
"CGN Power Co., Ltd",1816.HK,Asia/Pacific,Utilities,Power Supply,Behind Fence,True,-0.0993589743589743,-0.391025641025641,0.121794871794872,0.3114754098360661,,,,
Polycab India Ltd.,POLC.NS,Asia/Pacific,Industrials,Power Supply,Grid Infrastructure,True,0.247610436579695,-0.18664427796435,0.610565745285456,3.2712802768166145,,,,
NARI Technology,600406.SS,Asia/Pacific,Industrials,Power Supply,Grid Infrastructure,True,0.0145426712590893,-0.51396861844623,0.458476846536548,0.8920327624720781,,,,
XJ Electric,000400.SZ,Asia/Pacific,Industrials,Power Supply,Grid Infrastructure,True,-0.103448275862069,-0.519562334217507,0.210543766578249,0.4052329291640067,,,,
Henan Pinggao Electric,600312.SS,Asia/Pacific,Industrials,Power Supply,Grid Infrastructure,True,-0.0922374429223745,-0.393150684931507,0.429680365296804,1.0929152148664347,,,,
EDP Renovaveis,EDPR.LS,Europe,Utilities,Power Supply,Grid + Onsite Renewable Storage,True,-0.0699404761904762,-0.404761904761905,0.19047619047619,0.4705882352941162,,,,
EDP Energias de Portugal SA,EDP.LS,Europe,Utilities,Power Supply,Grid + Onsite Renewable Storage,True,-0.0478402229447283,-0.326521133302369,0.184393869019972,0.5647226173541956,,,,
ENEL,ENEI.MI,Europe,Utilities,Power Supply,Grid + Onsite Renewable Storage,True,-0.0413943355119825,-0.20479302832244,0.143790849673203,0.7021276595744702,0.8277,0.13019999999999998,0.6734,0.27899999999999997
Hokkaido Electric Power,9509.T,Japan,Utilities,Power Supply,Grid + Onsite Renewable Storage,True,0.417123576549979,-0.544495993251793,0.762969211303248,1.401239349341595,,,,
China Resources Power,0836.HK,Asia/Pacific,Utilities,Power Supply,Grid + Onsite Renewable Storage,True,0.316371681415929,-0.341814159292035,0.985619469026549,2.883495145631072,,,,
Tokyo Gas,9531.T,Japan,Utilities - Regulated Gas,Power Supply,Grid Infrastructure,True,-0.384696989789153,-0.61278345047076,-0.0226760376607877,-0.03700497727764553,,,,
Osaka Gas,9532.T,Japan,Utilities - Regulated Gas,Power Supply,Grid Infrastructure,True,-0.362654320987654,-0.535493827160494,-0.00154320987654322,-0.0028818443804034762,,,,
Goodman Group,GMG.AX,Asia/Pacific,Real Estate/Communications Infrastructure,Owners/Operators,DC REITs,True,0.349154746423927,-0.349804941482445,0.723016905071521,2.0669144981412613,0.0155,0.0,0.135,0.006
SUNeVision Holdings Ltd,1686.HK,Asia/Pacific,Real Estate/Communications Infrastructure,Owners/Operators,DC REITs,True,0.323529411764706,-0.191176470588235,0.764705882352941,4.000000000000005,,,,
Keppel DC REIT,AJBU.SI,Asia/Pacific,Real Estate/Communications Infrastructure,Owners/Operators,DC REITs,True,,,,,,,,
"VNET Group, Inc.",VNET.O,Asia/Pacific,Greater China Telecoms,Owners/Operators,DC REITs,True,0.159420289855072,-0.434782608695652,0.833333333333333,1.9166666666666667,,,,
HD Hyundai Electric,267260.KS,Asia/Pacific,Electrical Equipment & Parts / Industrials,Power Supply,Grid Infrastructure,True,0.264488935721813,-0.46259220231823,0.475237091675448,1.0273348519362184,,,,
"LS ELECTRIC Co., Ltd.",010120.KS,Asia/Pacific,Electrical Equipment & Parts / Industrials,Power Supply,Grid Infrastructure,True,0.0287443267776097,-0.546142208774584,0.40695915279879,0.7451523545706377,,,,
PetroChina Co. Ltd.,0857.HK,Asia/Pacific,Greater China Oil & Gas,Power Supply,Grid Infrastructure,True,0.116557734204793,-0.422657952069717,0.525054466230937,1.2422680412371132,0.030899999999999997,0.0005,0.08869999999999999,0.0048
"Shenzhen Envicool Technology Co., Ltd.",002837.SZ,Asia/Pacific,Specialty Industrial Machinery / Industrials,Internal Power/Cooling,Liquid Cooling,True,0.0429556301926817,-0.469683577868128,0.414177125684992,0.8818216033120059,,,,
Altice USA Inc,ATUS.N,North America,Telecom Services,,,False,,,,,,,,
American Tower Corp.,AMT.N,North America,Communications Infrastructure REIT,,,False,0.171264966163457,-0.141072358146799,0.353461738677772,2.505535055350545,0.0179,0.001,0.1305,0.0274
HOYA,7741.T,Japan,Optical Equipment / Semicap,Semi Production,Semi Capital Equipment,True,-0.0882567469000729,-0.270605397520058,0.0940919037199124,0.3477088948787063,,,,
KLA Corp,KLAC.O,North America,Semiconductor Equipment,Semi Production,Semi Capital Equipment,True,0.195932055213676,-0.0738527316563421,0.429517870680882,5.81586978636825,0.7208,0.3906,0.5322,0.3604
Lam Research Corp,LRCX.O,North America,Semiconductor Equipment,Semi Production,Semi Capital Equipment,True,0.0359614486477307,-0.159342758884219,0.30768904173566,1.9309885424993285,0.8172,0.5388000000000001,0.5754,0.41009999999999996
Mitsubishi Corp.,8058.T,Japan,Trading Companies & Distributors,,,False,-0.243353783231084,-0.468302658486708,0.247443762781186,0.5283842794759819,,,,
NTT DATA,9613.T,Japan,IT Services,,,True,,,,,,,,
"Prologis, Inc.",PLD.N,North America,Industrial REIT,,,False,-0.0285673166870547,-0.316399222853853,0.259264589479744,0.819422333409144,0.7423000000000001,0.0259,0.6341,0.168
Renesas Electronics,6723.T,Japan,Semiconductors,Semi Production,IDM (semi w/ fabs),True,0.139219299715195,-0.195845200201039,0.273245099681689,1.3952095808383225,,,,
Sandfire Resources Ltd,SFR.AX,Asia/Pacific,Metals & Mining,,,False,-0.139213602550478,-0.585547290116897,0.269925611052072,0.46098003629764017,,,,
Telia Company AB,TELIA.ST,Europe,Telecom Services,,,False,-0.14298601714028,-0.39106901217862,0.0825439783491204,0.21107266435986138,0.6663,0.0163,0.5486,0.10679999999999999
"T-Mobile US, Inc.",TMUS.O,North America,Telecom Services,,,False,0.184510250569476,-0.202733485193622,0.298405466970387,1.4719101123595484,0.0254,0.0083,0.1263,0.0637
Vertex Pharmaceuticals,VRTX.O,North America,Biotechnology,,,False,0.159785948277616,-0.519807923169268,0.676602844527642,1.301640114299135,0.0801,0.0006,0.2712,0.008
National Grid plc,NG.L,Europe,Utilities - Transmission & Distribution,Power Supply,Grid Infrastructure,True,0.0196649672250546,-0.286234522942462,0.238164603058995,0.8320610687022898,,,,
Solaris Energy Infrastructure,SEI.N,North America,Diversified Utilities / IPPs,Power Supply,Grid + Onsite Renewable Storage,True,0.200776973335688,-0.752781211372064,0.907116369415504,1.205019939010087,,,,
Korea Electric Power,015760.KS,S. Korea Energy & Materials,Utilities,Power Supply,Grid Infrastructure,True,-0.163879598662207,-0.548494983277592,0.220735785953177,0.40243902439024337,,,,
Nebius Group NV,NBIS.O,North America,Software,Owners/Operators,Neo-cloud,True,0.404212637913741,-0.754820015602363,1.59667892566589,2.1153107928539825,,,,
