catalog_key,event_key,first_seen_at,last_seen_at,seen_count,last_bucket,last_tier,max_materiality_score,title,source,url,published,summary
watch anthropic in talks to raise 30 billion at a 900 billion valuation,watch anthropic in talks to raise 30 billion at a 900 billion valuation,2026-05-13T23:45:56Z,2026-05-13T23:45:56Z,1,Frontier Labs,HIGH,0.933,Watch Anthropic in Talks to Raise $30 Billion at a $900 Billion Valuation - Bloomberg.com,Bloomberg.com,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNcEd5WVhpUzd6VElPWjA5U1REdXBCRmIzTnJTWlNzTE5QMTdkTFdxZVFBS09lUkNtWGpnZUJTUDdkY2c4S1JwaE41djNNS3hpa056bnhOd2xPbVBLYkcwSmV6OWZoeEQ4Sm9FOUdzdzdPd1MwVXNTZkEwVm5lQ2Zia1NkZEVUUnhLZDQ3V3ZqMEVVU25TTFRYOXNqZjJGeURwYTZpU05yZnc5dw?oc=5,2026-05-13T00:00:00+00:00,
anthropic in talks to raise 30 billion at 900 billion valuation,anthropic in talks to raise 30 billion at 900 billion valuation,2026-05-13T23:45:56Z,2026-05-13T23:45:56Z,1,Frontier Labs,HIGH,0.931,Anthropic In Talks to Raise $30 Billion at $900 Billion Valuation - Bloomberg.com,Bloomberg.com,https://news.google.com/rss/articles/CBMitAFBVV95cUxPandyN0RYY1Q3VFktMm9UaDE3ZjJzRW11TFVzd2RPS3oyZnhIREJ2OTFxNF9RTXFkdjBTdjRQOGhsZk80WWFzYXFvNFhLMlJNbG0wOEE2dEVoSHU1OUVaTU1UUWNRRlZrTUNIZ0RoX3ItQ3NKNUhDMm9uM0l6ZXRaR3RnY194Rkg4bl83aWpzcmplVjV4dXFCdlR5YjFUQnMwWU45RTRnLXl4V0FqSlJRaU9ibUU?oc=5,2026-05-12T21:08:04+00:00,
anthropic in talks to raise funding at a 950 billion valuation,anthropic in talks to raise funding at a 950 billion valuation,2026-05-13T23:45:56Z,2026-05-13T23:45:56Z,1,Frontier Labs,HIGH,0.875,Anthropic in Talks to Raise Funding at a $950 Billion Valuation - The New York Times,The New York Times,https://news.google.com/rss/articles/CBMilAFBVV95cUxNVXlYUDFLdEJoaFFQTktLaFJiUkNtY3dLa3NMc2ktVmE5ODM4alJtd0lQd0VaSVM0UHBtNk03V3VobnBUM3lveV9oTnA5TXdBRTJTQ2M3cnplNlFaZEJtZ2tqa3pPWU1oenE5Q3E4LTEzUGRkVmd3ZTROVlFueC1RZ29qdGVSM1hGMDk2ZnJFWmNlQ3ZJ?oc=5,2026-05-13T21:55:00+00:00,Anthropic in Talks to Raise
anthropic in talks for funding at a valuation as high as 950 billion which would make it bigger than openai,anthropic in talks for funding at a valuation as high as 950 billion which would make it bigger than openai,2026-05-13T23:45:56Z,2026-05-13T23:45:56Z,1,Frontier Labs,HIGH,0.862,"Anthropic in talks for funding at a valuation as high as $950 billion, which would make it bigger than OpenAI - Sherwood News",Sherwood News,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOT0lLYU4zOThoaTU4LTZGNl9WTURud2xLZ2QzRzBDc1VLSHRtQUdwUG1lUUZBU1lmM1Y0Y3lDSGwzaHd3QXZMdE5pUVhxQ1lQOUNqcjNlWWJkR1RTTU0tSDZrV1B2ZVVtRkVmWmFYb2YwRmV3Y3Y5bG1YR09sV2xwSm4xVnl3TV9zMHp1RXBiMFU4UllYUEhkdFluTWdsUzdhZFFVX2drVmlQVWtUVGliSWNTLWFsS3QxcVZkNFFpZHNfR2MyQ24ycDFENXNiMkxS?oc=5,2026-05-13T16:10:55+00:00,
anthropic eyes 30 bn raise at 900 bn valuation higher than openai,anthropic eyes 30 bn raise at 900 bn valuation higher than openai,2026-05-13T23:45:56Z,2026-05-13T23:45:56Z,1,Frontier Labs,HIGH,0.850,"Anthropic Eyes $30 Bn Raise At $900 Bn Valuation, Higher Than OpenAI - BW Disrupt",BW Disrupt,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQdDF2MkxPaVlRREtuRkx2b0pXelRzRzVEdXlGSnd6UXZvSkZYRUFNS3EyVTk5ZThOWGczdzFvNTdnUTF3MVN3VWJXRjJSdzJSYXJMa2xoaGMwWGxoRF9Cc213V3k5bHAzcVZqTU1GX055RFZRaUxlR2F4a1pFcWg4R0I4Y21za1V2VUpTU1ZoN3FZRXp4X3ZSRmhveXZZQWh1SWRYN2dzR09wZw?oc=5,2026-05-13T07:33:26+00:00,
amazon signs first geothermal deal with nv energy to support data center operations in reno nevada,amazon signs first geothermal deal with nv energy to support data center operations in reno nevada,2026-05-13T23:45:56Z,2026-05-13T23:45:56Z,1,Hyperscaler CAPEX,MEDIUM,0.796,"Amazon signs first geothermal deal with NV Energy to support data center operations in Reno, Nevada - Data Center Dynamics",Data Center Dynamics,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOREYxYkYzLUx6cEc2MDZZMWR2NXBxRmIwNEVIN0lNbkN5RVNzZFhZM2wyWk9OY0xWZ29zS3p1bFFna1YtVlM4aC1oNHNodGR1SjAxYnJpdHp5UTdTTTQwRG5uQTBzYTJPazhmY0ktOVpKaUtNSmxOT0U1M0cycVMyUmdzY1VWVXpvMlAyLXJuY2l5Z0VEdTQ3aFF1a1lETVFBRUpwNXNteHVHWmFDNDdnUjIzX1dUemZwR2JoLUxuM0ZyWnAwMklFWmJIdlV3S0RpS2NOSmlRNUtLdw?oc=5,2026-05-12T10:14:21+00:00,
cdc data centres preps 5b debt package eyes equity raising,cdc data centres preps 5b debt package eyes equity raising,2026-05-13T23:45:56Z,2026-05-13T23:45:56Z,1,ANZ DC,MEDIUM,0.520,"CDC Data Centres preps $5b debt package, eyes equity raising - AFR",AFR,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNZUFhR3MzRUtRNU5GdE5WNFNGbFBoNEFac0VJMTJYTldrMnI5eUpOcThiT1g2ekswRlB5dG9XMGFaRENmbEtpSlNjUWhzVzl5UDRTRXJNemx0T2h0YjdORVBwTWdLemRuaHY3VVViNl9Ma0hhaWlRQTYzajdVbjZ1OF9DVnRwaG5fVlZUWEMwV0ZGWEpocEwyOHVOd280clE5T2FuWk0zblJRUQ?oc=5,2025-12-15T08:00:00+00:00,
deepseek to raise more than 7 billion as startup plots revenue efforts,deepseek to raise more than 7 billion as startup plots revenue efforts,2026-05-11T12:36:19Z,2026-05-12T02:34:26Z,2,Frontier Labs,HIGH,0.920,DeepSeek To Raise More than $7 Billion as Startup Plots Revenue Efforts - The Information,The Information,https://news.google.com/rss/articles/CBMimgFBVV95cUxPRFNvcGFjNE5MR2RBVGt3MnJuYU5kSHZSQWpQTnJrVmh3aDJjcXA0NVQ2NGlCNjFNdm5BcmlIb29PX3FlNGoybloxaTZrQlZKM1U4UTg1b1JHcTNnRF9KNlVMQ1MzVU9xdUp5YUktQjBPeU9vaWJHS1l4bjNzWnNtX0RrNEJPSzN3aFAxSTB2N0NKX21kUFMwUmtB?oc=5,2026-05-08T03:40:00+00:00,DeepSeek To Raise M
apple-cleanmax-150mw,apple-cleanmax-150mw,2026-05-11T12:36:19Z,2026-05-12T02:34:26Z,2,Supply Chain,HIGH,0.917,Apple signs 150MW renewable deal with CleanMax in India,DatacenterDynamics,https://www.datacenterdynamics.com/en/news/apple-signs-150mw-renewable-deal-with-cleanmax-in-india/,2026-05-11T02:10:34+00:00,Alongside two other sustainability-focused initiatives in the country
google confirms 1gw data center campus near detroit michigan partners with dte energy on 2 7gw power generation,google confirms 1gw data center campus near detroit michigan partners with dte energy on 2 7gw power generation,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Hyperscaler CAPEX,HIGH,0.890,"Google confirms 1GW data center campus near Detroit, Michigan, partners with DTE Energy on 2.7GW power generation - Data Center Dynamics",Data Center Dynamics,https://news.google.com/rss/articles/CBMi6gFBVV95cUxQNU9DdVYtOUNWRTE3dUg5UUtCYkpqdGQ2Um1aWXFjMEZGZi1BRUs3Uk9kNDhVRmRuSWwtbHl2VWtzanJaZ0R1bmV2eUZsMEgxVm91UnE4VlhCYW9kemV2SkoxdzFCeWxpNnVaTEoxVE9TREJSX0xqQXNrRmhibU82Sm4tWmdTdzNwSzJXVVpXVW8ydmN6bHpFSUc3UVV6ckFCbGI2Y0t6ZG1Ua0FQM05iT1VnTFdqeHJWdlNaZE14MGRnVDdHcHZ6cENkWUZ5OFNVOU1Jd2xlQm5na3dTNWRzcFFaaENYNDdaLVE?oc=5,2026-03-17T23:00:00+00:00,
canada s bell announces 300mw data center campus in saskatchewan names coreweave cerebras as customers,canada s bell announces 300mw data center campus in saskatchewan names coreweave cerebras as customers,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,HIGH,0.890,"Canada's Bell announces 300MW data center campus in Saskatchewan, names CoreWeave & Cerebras as customers - Data Center Dynamics",Data Center Dynamics,https://news.google.com/rss/articles/CBMi3gFBVV95cUxOb29pcl9KSE11VFV2clg1c3Q1X3ZBZ2Z4OE5oQjhZQ28ycC1UYkZOTExZdFpFTkVXN3dCRW1IV0VHZHA4SnRNTVRrVHJGc1F4Nmw1WVFhQ2RYdjNUbWtKQXJOTEN6MVdRdDVObU1qUHlQVUJZMl9jb1VkckJJT2FLNklMWU1Qckg0d0dRY3gwa0dnUHEyRUlteFQ3NzV3dHEyYTlaazd3MHhPaFdJbGN6SXdkSVBWQU5Ob1MyeHRacWRhU05wc2w0VWJ4Z1drZll3NGY1TVpkQ0V6eVpTRHc?oc=5,2026-03-15T23:00:00+00:00,
samsung and amd sign mou for ai memory collaboration and foundry partnership,samsung and amd sign mou for ai memory collaboration and foundry partnership,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Supply Chain,MEDIUM,0.790,Samsung and AMD sign MoU for AI memory collaboration and foundry partnership - Data Center Dynamics,Data Center Dynamics,https://news.google.com/rss/articles/CBMivAFBVV95cUxPSVNnTUxhb0dVQUo1UnV0LVMtc0RVcWpRcHpQYXlYTjhqWEE1ZVVQdXU0NG9sTG1VT1JtRWZzaDd2V3BWa0daMkhBVi12Mk5JOWhuU1pyaV9tejR3T0tYNER2X3g1MVBGdFFaaFVZdlVfMG1CQnRsbUNISGZKS3J3ZnRKbG1lYWYtT2luYl9YOEhYcUFBeTNaTmIxSDJCOTFaU0lscENiR1N5RnFDZE1faUxKUGV2MkxUcW5uSA?oc=5,2026-03-17T23:00:00+00:00,
meta boosts investment in west texas ai data center by over sixfold to 10 billion,meta boosts investment in west texas ai data center by over sixfold to 10 billion,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Hyperscaler CAPEX,HIGH,0.920,Meta boosts investment in West Texas AI data center by over sixfold to $10 billion - CNBC,CNBC,https://news.google.com/rss/articles/CBMipAFBVV95cUxQQzlUNzhaWENtQV9WLW1FTVBXYTVJT1JXWUY2VGdyQTBDak5feTBqdXJYWWlMVE1ubDJZSGpzVno3dEZ0TVpkYkNzS2F2Z0NMd2Q1V2h0UURmRjRueXhZOUdZSHRrV2tENWRDNlJyWnpMaUpjQTdXVlIxbHpVcEJWc2RfZnh6UkJsOU02ajV6QVpTZkpIUTJVTWdOYzNGaFp2NVJnZdIBqgFBVV95cUxPQ3dkTE9xS3oySy1mOW02T0swWDlieDRsRkgxVGk5RG1JSzNnUXJrTU9IQS1GNVdLeGhxallaN3dya1Q3ZF9rbG9QWDBqeHB0TG5LYkt6MVd5WHo1YktqcnNac2FKdzRZOWNYNHEyNGlNdVdXTEszVmZnWU1VRnlBZzBHN1ZQXzNtdFhBOWdiTWh2UTBONmJaQndNWlBIQ1dQaXdiN0dNZmc0Zw?oc=5,2026-03-25T23:00:00+00:00,
openai raises 122 billion to accelerate the next phase of ai,openai raises 122 billion to accelerate the next phase of ai,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Supply Chain,HIGH,0.950,OpenAI raises $122 billion to accelerate the next phase of AI - OpenAI,OpenAI,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE92bDc0Y3Myc2RjdHlZVUNEdVN4SjMzZVJlcjRVR3V1UzRCT3NqRHdkbXp5dFdUdUpUcUdGYVVoNS1DX0xUbHJSYXpDbkRTYnpGbGVwMFl2RTFsWmp2N0RvYjhZOW1NWTg?oc=5,2026-03-30T23:00:00+00:00,OpenAI raises $122 billion to accelerate the next phase of AI &nbsp;&nbsp;
coreweave raises 8 5 billion gpu loan backed by meta deal,coreweave raises 8 5 billion gpu loan backed by meta deal,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,HIGH,0.920,CoreWeave Raises $8.5 Billion GPU Loan Backed by Meta Deal - Bloomberg.com,Bloomberg.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxQOGJJa2l0aUJyWm1TMURlVFBRemJCWUtmWkNMb1JnX2Q4TUZZYkhZaTRQUG5uYWZLU2RHVnlFNl9yZVpmUVJ2RXRDZ3NrLTBjLTBCejZJdDQ3NTVhc21XLVI1UEtSQ2JOdEVUSnZsVDlZVVhmLTFGaXllTnpqVjNCVFpiUExwcmRTeXJsUUFmNFFnYzBseDFpUWRBeWlvUjZES0lpdGEwWjdFNExFZ2ExOFBMZw?oc=5,2026-03-30T23:00:00+00:00,
poolside hunts data centre partners after coreweave deal falls through,poolside hunts data centre partners after coreweave deal falls through,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,MEDIUM,0.820,Poolside hunts data centre partners after CoreWeave deal falls through - Financial Times,Financial Times,https://news.google.com/rss/articles/CBMihAFBVV95cUxOQjBLVURHelVuRlByNExGelB1MzJZTXZwbVEzWG8yaEV4NDJMN0Etb251X3kxUlo2Wl84V1lycTU3bGVlYV80T1VqSnRqem9hZjVsMzAwUTBBRmlWN0tIX1hiUmdCY2JmdF84N0h6b1RwMHpNRkNFMFV2YUdwaVlkeGxzcGk?oc=5,2026-03-31T23:00:00+00:00,Poolside hunts data centre partners after CoreWe
poolside seeks partners for data center in texas after coreweave deal falls apart,poolside seeks partners for data center in texas after coreweave deal falls apart,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,MEDIUM,0.790,Poolside seeks partners for data center in Texas after CoreWeave deal falls apart - Data Center Dynamics,Data Center Dynamics,https://news.google.com/rss/articles/CBMiwwFBVV95cUxONTlKeldwd1JQSW9jVUh2SFlmalZ5TWxUQmt6dEFVTnhFYXpFRV9YQ0NWZHREczRrSDVVc19vRTVaZEtjeU9GMlNpdW5RWlZUWmJnRnF1RExjSUpWSmcwZ2FLT0VPMmxaMXZGcTROQlZEampNZnVWc0dmeENGT3pqRUFNTzRtd19PaGdMU3FLTzJrV1Y1NU1jeTd6eTQxenNEUFAwemp5VXMyMXp0T2V3Q0ZGWFp3RnJ5Q2xCRl9xWlI4Um8?oc=5,2026-04-01T23:00:00+00:00,
meta coreweave deepen ai cloud partnership with fresh 21 billion deal,meta coreweave deepen ai cloud partnership with fresh 21 billion deal,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,HIGH,0.920,"Meta, CoreWeave deepen AI cloud partnership with fresh $21 billion deal - Reuters",Reuters,https://news.google.com/rss/articles/CBMimwFBVV95cUxPTllDZkRPeFVaT0V2S2I2bVVyVURKaXFKWExaY2pTNUJhTWUtYzlaZ1cwYzdFdUtDaFJQOFJVcnA2d1kycW1zd2RyX1Y2amNFOTdsS3ZWRW5CQXB1OHl3dHVlMHhrcFBqdzNndVpDSGZLYlh0Q19QQUhVelN0cF9IYURHbEVNdGRWOVoyc0Q2cHV3QWZTWEd2bFJtWQ?oc=5,2026-04-08T23:00:00+00:00,"Meta, CoreWeave d"
meta signs 21bn ai infrastructure contract with coreweave,meta signs 21bn ai infrastructure contract with coreweave,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,HIGH,0.890,Meta signs $21bn AI infrastructure contract with CoreWeave - Data Center Dynamics,Data Center Dynamics,https://news.google.com/rss/articles/CBMiowFBVV95cUxPVUJTMWwycWxUYUlCWlNUSWYyckhHWTJWRXE4UmtraFRNZVA0QUVEZDlQdlB1cmtNU05DczBlVWdXR1RKbTRkUzRaWndOZ0wtRmswZGFiN0xNS0toMEFlb19qa2E4QkZ0R0NBNWsyZENWRDg5alF5SlJOdjdobk9QZ2NFWk44d2VwdDF6dDdEZFpKV1FkVjVHbHlVckNKUklsRlBn?oc=5,2026-04-08T23:00:00+00:00,Meta si
coreweave anthropic form ai cloud agreement,coreweave anthropic form ai cloud agreement,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,MEDIUM,0.820,"CoreWeave, Anthropic Form AI Cloud Agreement - WSJ",WSJ,https://news.google.com/rss/articles/CBMihwFBVV95cUxPQV80REVZTDczMVBURXd2YkdfSEZFNGZfejZrelp6TGhVU3Z5LVpaSDMtZV9DZGo3Wk5TSVFrOVo1T1drY1hfN3BDQ2RHUkFYX2pDRGwzcEV2MGYwc1lwcm40UWdidy1vRXN4YTFMZTZId09mZTFTYnBrVmQtcHpOYnNoLXlLUDg?oc=5,2026-04-09T23:00:00+00:00,"CoreWeave, Anthropic Form AI Cloud Agreement"
