catalog_key,event_key,first_seen_at,last_seen_at,seen_count,last_bucket,last_tier,max_materiality_score,title,source,url,published,summary
coreweave strikes ai cloud deal with anthropic shares surge,coreweave strikes ai cloud deal with anthropic shares surge,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,MEDIUM,0.820,"CoreWeave strikes AI cloud deal with Anthropic, shares surge - Reuters",Reuters,https://news.google.com/rss/articles/CBMitAFBVV95cUxNLXZwd1Q2eUVjeEE1cFFuLUxWMkZ4YmtYTG52UkQ5WTlhRnF5bFN3dDl5cjh1OHJGR1M2UC01MnZPYVhnNnNFaGtmQnRJX2hnS1BkTVE5N3ZnMjBpYWNpeW1TZTFoUThISHlXNHRWUkJxZ0ZFSXdkZGR0RG1tdGZmZE94MW9rdGx0TlhiWDRvNkFHZjV0QW1raWxZSkUzV1lmUnhpSlFrd2JGbkZOUDlBS1JTb3I?oc=5,2026-04-09T23:00:00+00:00,
intel s emib t packaging technology set for fab rollout this year as tsmc cowos capacity remains limited emib t is preparing for advanced ai accelerator designs,intel s emib t packaging technology set for fab rollout this year as tsmc cowos capacity remains limited emib t is preparing for advanced ai accelerator designs,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Supply Chain,MEDIUM,0.790,"Intel's EMIB-T packaging technology set for fab rollout this year — as TSMC CoWoS capacity remains limited, EMIB-T is preparing for advanced AI accelerator designs - Tom's Hardware",Tom's Hardware,https://news.google.com/rss/articles/CBMipgFBVV95cUxOVXA2WmFoaURpenhBdHpyaGNmeDc5NEFOODhkWklMTWU2Z0pORTNoWlNoQ2x5TnVUOGtHcXRxakxUQXNrRDUxUVktaXFib29fLUszbDNBOHJXUncydmdVQlRHY0tfRVRBVTUwbkNMUmFNMUJxUHcwUnJienJ4cmM3b1cwNUdjTm1XakNvSzlJelRHdjRFRDE1VzRHQl9tWXlxSm03Ymx3?oc=5,2026-04-08T23:00:00+00:00,Int
coreweave notches 6 billion ai deal with an unlikely customer what it means for the stock,coreweave notches 6 billion ai deal with an unlikely customer what it means for the stock,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,HIGH,0.920,CoreWeave Notches $6 Billion AI Deal With an Unlikely Customer. What It Means for the Stock. - Barron's,Barron's,https://news.google.com/rss/articles/CBMilwFBVV95cUxNZXRjckhhd0QtbFJBbUt0RU16WDgyX3RQQm54RzF1a3k5aVlTRXZMd1I3TlotNTBoUlI2RnhpeGh1LVZYSVRqNE5majlUdWE3NXhqWnNBREd4QW5tcURJOFV3TTBoUFlucFpEMXJxV0ZwLVBiQ2lfYTlIZDIyTXZtemQwWlU1cUNUX0lDandoQ0MybDh1X1dv?oc=5,2026-04-14T23:00:00+00:00,CoreWeave Notches $6 Bi
jane street signs 6 billion ai cloud deal with coreweave boosts stake,jane street signs 6 billion ai cloud deal with coreweave boosts stake,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,HIGH,0.920,"Jane Street signs $6 billion AI cloud deal with CoreWeave, boosts stake - Reuters",Reuters,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOZmo0SGRjTTRtTVE5Nk1aRkVqUF8yYXYxQW1XZXUyUEg2ZFlodlJ1RlFvY0JBZVljVTM1a2dDZzN2dTJJbXhZaFc0bVg3X3paU0RwczVIYVRWd1pCSVlTTjJzUU9qQmEwdjRXZVJoY1BtRElJMzF5LXJTSlJWOHFUYmgtOUpUTUdlTFlhNVRoUVhYQi1KZEg5STJJa01RRUVVQTlEeGVQUTVUTWp2S0RteTZPMm85WGd6SkVha3hOcWdkTzg?oc=5,2026-04-14T23:00:00+00:00,
oracle expands fuel cell supply deal with bloom energy to 2 8gw dcd,oracle expands fuel cell supply deal with bloom energy to 2 8gw dcd,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Hyperscaler CAPEX,HIGH,0.890,Oracle expands fuel cell supply deal with Bloom Energy to 2.8GW - DCD - Data Center Dynamics,Data Center Dynamics,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNd2l1bVhWa083b18taVdfSmxvbHd6bFJXc3JxYnpIQ0EtemZYTVJ6ZGFQYjBaN1d1MzAwQ050T3NybDZpSnFFZWZnVFJBRUlkLVdBQU9aemEwd0lTeWEtY3RRNExjdDNGNjI5VHR6aWw2V0x4QVVSM18xMVQzem16Ulo0VGZoOFdJX2xYeWJINEZuVDZHVG1sRy1nX2c2MVZwZUJ2anFKU3k3dw?oc=5,2026-04-13T23:00:00+00:00,
microsoft commits to multi billion dollar investment in ai infrastructure in ontario canada,microsoft commits to multi billion dollar investment in ai infrastructure in ontario canada,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Hyperscaler CAPEX,MEDIUM,0.790,"Microsoft commits to ""multi-billion-dollar"" investment in AI infrastructure in Ontario, Canada - Data Center Dynamics",Data Center Dynamics,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPcXpxSklCVFNFUEhYVjdGSjl3Qjl2dW9FMUU1NGNnbS1ON1B0Q1JhVmFsbWVKSDAyc2dVYzVTMVFHR3hoelFkOTd5VXFlOUd3dkR3SUZYMzhueFhhVW00bDZySy1hUVlJSjFrTHRhNmgtWGlMdl9HWVlSOThIREhJYVJDZkI2VnUtaXlqaTFYdXB4bm1hTWVZeXkwX2NBbnRiOVZJV0wtX1F5WnI0N3AwLWg4Zkh1azdCS2RHaTJRbFdBN214WllqUW9rSVZWMDZY?oc=5,2026-04-12T23:00:00+00:00,
nvidia backed vast data raises 1 billion triples valuation to 30 billion,nvidia backed vast data raises 1 billion triples valuation to 30 billion,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Supply Chain,HIGH,0.920,"Nvidia-Backed Vast Data Raises $1 Billion, Triples Valuation to $30 Billion - Bloomberg.com",Bloomberg.com,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNenVWSlVRVUlnSVl1Y2FWbE50YTFVc2JLd1d5MkFfdDdNSEkyVHd1QU5EZ2JfdGdXLVAzSTV3NFdLeDBWWTlkeWpjOVFzTFF0TDlYb05qcGVJWkpCdmZaQ0JBNFdnQTJyVHluR3dZQkNuQ3N5LUFmakthVnYwT1pSR1RET3RVR0R1MWd2bFRyT04ycm5TWmhvUXBOZzNxY2N2NkZxQWhIX1FMV0tvQ3pMX1FuaWh3aXViNDRqanRsQTI?oc=5,2026-04-21T23:00:00+00:00,
amazon to invest up to another 25 billion in anthropic as part of ai infrastructure deal,amazon to invest up to another 25 billion in anthropic as part of ai infrastructure deal,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Hyperscaler CAPEX,HIGH,0.920,Amazon to invest up to another $25 billion in Anthropic as part of AI infrastructure deal - CNBC,CNBC,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOdENHZTV6MTdDdGFScHBGUTJEandaV2pqb3ZJWWFVTHpJNUtsNWJJUVBWZFQyQ05MSWVYOFcwQ05Keks4R1FEWVNENkw4VTRHOEZjXzkwLUNIZ1pjd1ZRNUpfSmVFZTZWQ21HX09jQzdUSUJhS1lDTzZPWFg2QmpVeWhZdHlOZGRoVVRkOEdOZzNSNWFDRjFMSTZXdk1LX2ZjcFVJWmZ1YUQ3d9IBrwFBVV95cUxNVWN2VjU0RFV1OFl6R1cyVXlpQ2JKaTdfQndJQzBuZ0tuQVZlUUJJQ09WMDAwY2NYdk51UWdyZElSTGkwZHVXX1JPSVBTWE5rbzBURWRGaFhtZHR1OFN5WXJvRlA3RlMtX2Z5SjRnTGRZZjFkVDRtcTFtZmNobVk2MzRwNDdHUkZpdl92c21HUkF6eWZrSjFTUTRSWmdNajhpcW1MSm9OTmU1THpGRlJF?oc=5,2026-04-19T23:00:00+00:00,
anthropic and amazon agree 100bn ai infrastructure deal,anthropic and amazon agree 100bn ai infrastructure deal,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Hyperscaler CAPEX,HIGH,0.920,Anthropic and Amazon agree $100bn AI infrastructure deal - Financial Times,Financial Times,https://news.google.com/rss/articles/CBMihAFBVV95cUxNWjdMT0pnNVphVzEzcFFLSUp3bEhQbEZUbmZfaDhNLWFLeUFWLURGZTA2MWxKemFVSjBqcnhjbUVPa05BWU5wVk1CaXo5dDloQ25ZVUpUOHpsYnQ2a0tteHZQWnBEYkZkbFR3emtoTE03a280WXhRU0pLUUQtV0NFQUV3Nno?oc=5,2026-04-19T23:00:00+00:00,Anthropic and Amazon agree $100bn AI infrastruct
anthropic in talks with investors to raise funds at 900 billion valuation higher than openai,anthropic in talks with investors to raise funds at 900 billion valuation higher than openai,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,HIGH,0.920,"Anthropic in talks with investors to raise funds at $900 billion valuation, higher than OpenAI - CNBC",CNBC,https://news.google.com/rss/articles/CBMiogFBVV95cUxQemIwT21nSUIzZUtRR0xpNkN0S1hsQzJmdHIxek5raklGOVI3cVJIZnlYSEg2X2VsTkRTN2xqcEJ0dHQ2cWhjVHhvendqRGFzeGhEZml6LXJPLXVBbjdZakdCMlVFanVmeTNta0x2dURXQXJYbjdVTUNqOVhweDVyLWJjVHVkaHRPY0RmNG5WNWFXMFVwc0VQRXp0QXBHT0FwMWfSAacBQVVfeXFMTlJmLUxyekh0cGJ0YjRHTXRoV2xSM0d0LUs2VF9pTVhMZmxYOUZOM1FHT2x0cVA2R3pheW8tUEFOcFUycU03WGFGd21kUEV6WE4xVXgzcWM0a2VmOHFnZnpXbzUtQmMzTndIUURYTXF0WUZHa2NrYmQ3QkNPN19kS09xRDJYMGVoQWJCYjdDVHdmUE1kcTNrZTRzOWYyaHBqVy1ULTI4R1U?oc=5,2026-04-28T23:00:00+00:00,
deepseek slashes fees for new ai model in chinese price war,deepseek slashes fees for new ai model in chinese price war,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Model Releases,MEDIUM,0.820,DeepSeek Slashes Fees for New AI Model in Chinese Price War - Bloomberg.com,Bloomberg.com,https://news.google.com/rss/articles/CBMirwFBVV95cUxNUzVOQzRjcV9mdTI3TnA4T3ZPMEtiX1FNYTAxaXdsS09iQjdGOHdsNklmRXpaR3NYc0pfdkZNSm1HcnhGX3RwT0R5cFZldnB5dXFIMTdKeHJveElaTUlNSzJsRHNXcHNoRjltWjR4b0JhcWs1NXlkdUcwbGktTTFDVmhVSXdCazB4bzI5NUJkME85NG5rWFRmV19neGU3aWJIaWhIQXVLX25YcFZvLW44?oc=5,2026-04-25T23:00:00+00:00,
softbank cuts target for openai margin loan by 40 to 6 billion,softbank cuts target for openai margin loan by 40 to 6 billion,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,HIGH,0.920,SoftBank Cuts Target for OpenAI Margin Loan by 40% to $6 Billion - Bloomberg.com,Bloomberg.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxQMHhiczJ3MHphY3ZPcGhmSkVjODBSTXo5Y2Y2Z2lyRFVURG5NZ0hhbWxDVHlkTW1XZGtQcmdLc2QzcE1keWNqdFNwWG9EMWlHdTdRQUwtSEMyM0hzTHRIT2MxbTluODJtX2tNaG1YVEpQOXQwdUlDUVB1MHotcDFoQXJZSHFyRzdtNmQ2dWZvckFiTGF2c2k3SzVpbjJVb1M1RGhLeXREY3pXejYzRW40N3RzNA?oc=5,2026-05-07T23:15:47+00:00,
ex openai researcher s six week old startup targets funding at 4 billion valuation,ex openai researcher s six week old startup targets funding at 4 billion valuation,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Supply Chain,HIGH,0.920,Ex-OpenAI Researcher’s Six-Week-Old Startup Targets Funding at $4 Billion Valuation - The Information,The Information,https://news.google.com/rss/articles/CBMiugFBVV95cUxQcXByeVk0R1p5NGR5eFpkTjQwRVVZb3l4RVZaT2Y3SVY1WDZ2bUo1ajhfX0psUEVUZFR0c0lxd0JFc3VFOEU2dFNYMWliRkppUHgzQWJwa2E3blJSLUdnQ1dQd0VrWjlwdEhmR3hrRzZSdnRiaXRrU3JRaUdoZzZCTTltSUh6RC05eHhlQ2k3ZFBQeDdCZEVMZlp0SjIwcG0tMzdNNGhsTFlFUzBGZGk0cERUN00zNElfd0E?oc=5,2026-05-07T15:33:00+00:00,
alphabet briefly tops nvidia after report of 200 billion anthropic cloud deal,alphabet briefly tops nvidia after report of 200 billion anthropic cloud deal,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,HIGH,0.920,Alphabet briefly tops Nvidia after report of $200 billion Anthropic cloud deal - CNBC,CNBC,https://news.google.com/rss/articles/CBMivAFBVV95cUxNOEpicHpEbnNXcnk5TDNPTHJuWG1hNW9PaWxXeU0xLTJnX2JRMWhncTF1VTdIUDNneG5vQ0NpVDRfM1p0a2ZXSEw2anhJSDdTemM4VlJITDVkY1gzTDhfOHRrRjY4d2p5SjlLZ1IxS2lScFlLZTE5Qjc3RXl2WU9CWV9SR3NJZVQ5Uk1NY3RNYnpjS0p0RHZZaGRJSnpPYUJINW5zVFNuNWU0b05kb25ueTRSWDJrSXZNSmFJTg?oc=5,2026-05-05T19:33:00+00:00,
pentagon seeks to reconsider parts of 10 billion cloud contract awarded to microsoft,pentagon seeks to reconsider parts of 10 billion cloud contract awarded to microsoft,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Hyperscaler CAPEX,HIGH,0.944,Pentagon seeks to reconsider parts of $10 billion cloud contract awarded to Microsoft - Reuters,Reuters,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNUGd0a280ZVg2WHBDaERDY1NoSW9YTjk1dHJNdDliUzNfZXYzNVBBYkpfcWcwa3pMZmxRNXprem5LY1VVM0NFWG5QQUdaV25welBsVk9VMGFKcFljOWxlR2lvRU1lVmtacHltTjY4Q0ROanpnZnhWUTNxWXNfWlFvdjFBdUdrajlVT256eU9lUmZJSnZ3Y2NZS1k3ZFJrdmEwY3Y3bjJJbUprM3BQUURwZjlSOUJvYkcyamFQTkNUR3Y0QUhHWFlmY2pSN2NldFRX?oc=5,2026-05-11T13:52:26+00:00,
cerebras-ipo,cerebras-ipo,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,HIGH,0.934,Cerebras bumps up IPO range as it looks to raise up to $4.8 billion - CNBC,CNBC,https://news.google.com/rss/articles/CBMib0FVX3lxTE9XbDFQejZiZ0Nvc0ZaSzRBV0dScHFpZnFra0dYa3BrT3Y4V1l0UjJSZ0c4MXR3elZLQVlHWUxmU2VZYzgtTWN4TWg1Z3hjMzdmYkt6N3ZQdkpGLVlGNFI1cW1JSmZlTnBrMDV0QVJ5Z9IBdEFVX3lxTE5lN0hYeFhhLTJ1UGZhNlNPYmVDQlV1SXBqamNUVTIxU0Eyc2Z5dWtUUjlzY3VaZUJuZVR3YnJUWWIxblBOS1RVazdTZHIzQzZLX2poUVdsNmhvaGxzTzVfZWVxTGV0UEU0eTZnWTljU0V0NnhM?oc=5,2026-05-11T04:19:53+00:00,
anthropic nears 1t valuation as revenue surges,anthropic nears 1t valuation as revenue surges,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,HIGH,0.862,Anthropic nears $1T valuation as revenue surges - Yahoo Finance,Yahoo Finance,https://news.google.com/rss/articles/CBMimAFBVV95cUxNVDZSWXBINDUwOFVycTBSUmFraUd6VGhJRi1XUDFWeWpJNmQwY3VaeWxVVFZrTUxLRWNYaTcwUTdEZk9XUzE2SG9WaDJXWk1nRm1tNVpZZ2ZNd3lNVEpqTURMbkdoVTVQT1FhZ3FYNFU2WEhLeXRZX0c2bzJGVzNEelZMb0JSdmY0WkR0SEpTd3ctaTNLZ3V4eA?oc=5,2026-05-11T12:21:17+00:00,Anthropic nears $1T v
anthropic-akamai-cloud-contract,anthropic-akamai-cloud-contract,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Frontier Labs,HIGH,0.853,Anthropic secures $1.8bn cloud deal with Akamai for AI expansion - Yahoo Finance,Yahoo Finance,https://news.google.com/rss/articles/CBMinwFBVV95cUxQdmtVTVRrX01CSkVEZjhBdFBPWDc2OGFmZUhSNkIzVWgwVXBFNk1PTmk1NHBkdV9wek9DWkI1Uy1QV2l4SEZha3F6NHZnbzluNWxWRFBQQW5HMlNsWGJSeElvaEM2OXpLSHVLZnlKV2Fwdnc1UENjQ0VRVkpxVV9Sb3RBdlFkZzhleFlfcmsyRVl3Qm5QN2tMLWlHeHdfbnM?oc=5,2026-05-11T03:39:39+00:00,Anthropic se
amazon s chile data center moves ahead after residents lose environmental challenge,amazon s chile data center moves ahead after residents lose environmental challenge,2026-05-12T02:34:26Z,2026-05-12T02:34:26Z,1,Hyperscaler CAPEX,MEDIUM,0.823,Amazon's Chile data center moves ahead after residents lose environmental challenge - Reuters,Reuters,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQNGxKWThnOTNDQnZjSkdORmxxZVZPdV9TcjIteXhNcGhUdXpiT25vNktLQmgzOGd3aDFtbVZtTTh6WERHMk1heGNFQ3E1ME1ZOVVZN3RwUlNfdnkyd3AtNGQwMXpmWnh1Q0JwcDdSUEtUYkFFbzRfVnpZWktycHh3RXlyU0lDY1JTS090SjFXSHZkTWZkVUZWNWFzeExySXlHS3RiNDhyOTIyMGZ4MF9RMWRSbUJGWVc3RDQzSXNaZzBteVdNdzlGVUpOZlZsYVh5bUUxSFN5WU1uM016Qnc?oc=5,2026-05-09T23:00:00+00:00,
eu-commission-openai-anthropic,eu-commission-openai-anthropic,2026-05-11T12:36:19Z,2026-05-11T12:36:19Z,1,Frontier Labs,MEDIUM,0.849,EU Commission in talks with OpenAI and Anthropic over AI models - Reuters,Reuters,https://news.google.com/rss/articles/CBMizAFBVV95cUxPUmMycEVRUGxZV2VUU05oZ0JzMC14Q0JnS2lCZkg1Z1BJSEwzRW52OXVBcFJRdzJLSEYzWGpyQlk5X2x2TC1IalZTdGctLW9RNDdQeHdURG5meFRSU3B3TmVaYTBRTEFuVDlHS3NUMzNiczBSWFlMYmxnYUxiZWJnTF9TZXpOSkZPamZ2bEtsMHN0T3dfdDB4XzQycy1qNmkyd3JfNjVfRl9OVm40U1BDQlp4RGtwVmp2R3o0cloyTzN3OXB6ZHFVdEZRTGk?oc=5,2026-05-11T02:53:25+00:00,
airtrunk acquires site in melbourne australia for 354mw data center,airtrunk acquires site in melbourne australia for 354mw data center,2026-05-11T12:36:19Z,2026-05-11T12:36:19Z,1,ANZ DC,MEDIUM,0.670,"AirTrunk acquires site in Melbourne, Australia, for 354MW data center - Data Center Dynamics",Data Center Dynamics,https://news.google.com/rss/articles/CBMisAFBVV95cUxOTVFnbW9uRWxtWldiMUdNaElUVjJQVnlGelpoaHBTV3RmOTBUdHZlTkM4bWxlU09Ma2t0Q3NQMEpoUjFfNmRCemh4T3Z1SW56STNFVDd1Smo0OWJoRXNJa2dsbURobkhWT3FpaHhKYk9sbG1tbnVZcFJyUjVhY1dxalQtXzhfNXlfMlhHTXJuVjRqMURlNlIxX001V3hZblpHM2lqaVZ4ZTZSWW4zTjdZaQ?oc=5,2025-12-24T00:00:00+00:00,
